,title,internal_id,url,description,responsibilities,qualifications,company,location,department,publish_date
46,银泰商业 财务 BI分析,cbGBthj%2FKFb1UkoScos2qw%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=cbGBthj%2FKFb1UkoScos2qw%3D%3D,1、通过对业务的深入了解，运用业务、财务数据，构建业财一体的数据监测体系，能够有效地披露业务进展与风险； 2、从市场环境与业务发展出发，分析洞察影响市场销售、利润相关的各类问题，提出有价值的潜在业务机会，辅助业务决策； 3、独立承担复杂分析任务，擅于运用各类统计分析，机器学习等专业技术，实施深度数据诊断，并能总结沉淀关键分析思路，推动产品化进程； 4、积极进行跨部门沟通与协作，主动推动业务发展和盈利改善； 5、灵活应变有独立思考力，能够基于业务需求出发，通过专业有效助力业务推进。,1、三年以上相关经验，统计、数学、信息技术、生物统计、计算机等专业方向； 2、掌握hive、SQL等相关代码编写；熟悉常用算法模型，如聚类、关联和分类等；熟练操作R、Python等工具； 3、有丰富的数据分析、挖掘经验，并能灵活运用于实践，有较强的逻辑思考能力，能够有清晰的口头及书面表达能力，能独立撰写思路清晰的分析报告； 4、较强的商业观察能力和判断能力，对所洞察到的商业机会能主动推动相关业务方落地。,,Alibaba,"Hangzhou,Zhejiang,China",财务数据,2022-06-01 06:12:00
47,平头哥 AI算法与框架技术专家 上海,rbTdTSbtionCu0oi2NskZA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=rbTdTSbtionCu0oi2NskZA%3D%3D,"1. 在主流机器学习框架中集成AI芯片，并针对各类机器学习算法优化性能。 2. 设计和开发AI芯片专有的高性能通用开发库，提供定制的机器学习算法。 3. 分析和验证各类机器学习算法在AI芯片上的功能和性能，为芯片设计提供参考。 4. 设计和开发辅助调试基于AI芯片各类应用的工具集，为AI芯片客户提供支持。 1. Integrate AI chipset into main-stream machine learning framework and optimize AI algorithms for the chipset. 2. Design and develop a high-performance SDK for AI chip, and develop an intrinsic AI algorithms library. 3. Analysis and verify the functionality / performance of different AI algorithms on the chip, and give feedback to chipset design team. 4. Design and develop toolsets that help build AI applications based on the AI chip, and support AI chipset customers.","1. 硕士以上，计算机科学 / 电子工程 / 数学相关专业， 至少二年 / 五年工作经验。 2. 熟悉C / C++编程，熟悉Python编程，有Unix / Linux环境下开发经验。 3. 有深度学习 / 神经网络工作经历，熟悉一种或几种主流机器学习框架（如TensorFlow / Pytorch / Caffe等）。 4. 满足以下条件者优先： a. 熟悉计算机体系结构，有底层系统开发经验。 b. 拥有以下任何方面的经验者优先：计算机视觉, 视频处理与解析, 图片处理, 语音识别, 自然语言理解。 c. 有并行编程经验，如CUDA / OpenCL / OpenMP等。 d. 熟悉性能调优和性能量化分析。 e. 有编译器开发经验。 5. 良好的英语听说读写能力。 6. 沟通表达能力良好，富有事业心和团队合作精神。 1. Master or higher degree in CS / EE / Math or equivalent is required with minimum 2 / 5 years working experience. 2. Strong C / C++ and Python programming skills, and Unix / Linux development experience is required as well. 3. Experience on Machine-Learning and Neural Network is required, and at least being familiar with one major machine-learning framework(like Tensorflow, Pytorch, Caffe, etc. ). 4. Having these experience is a good plus: a. Strong background in computer architecture and development experience on low-level systems. b. Experience with any of following areas: computer vision, video processing and analysis, image processing, speech recognition, NLP. c. Experience on parallel programming such as CUDA / OpenCL / OpenMP etc. d. Experience on system performance tuning and analysis. e. Experience on compiler development. 5. Good oral, reading and writing skills in English. 6. Excellent communication skill, innovation and teamwork are also required.",,Alibaba,"Shanghai,Shanghai,China",框架算法平台,2020-11-26 08:56:48
48,银泰商业 会籍服务专家 杭州,iSneO3GK3Yq0kOzc_UnCoQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=iSneO3GK3Yq0kOzc_UnCoQ%3D%3D,1、规划极具吸引力的会员会籍服务方案并组织实施； 2、BD合作方资源，结合外采资源，设计面向核心顾客的高吸引力的如网红试衣间 等服务产品，主题沙龙 等服务活动，同时保障客户惊喜感和尊贵感； 3、设计并搭建面向核心客户的私域运营工具和流程，精细化运营和维护不同圈层及偏好的高价值客户； 4、组织全国门店服务团队，以门店为中心，部署服务产品，组织服务活动，形成链接客户、有效邀约客户、服务客户、转化客户留存和推荐的会籍服务能力；,1、具备面向客户的服务类产品，活动项目的整体及细节的设计能力，以及资源BD能力； 2、具备较好的流程设计能力； 3、具备客户洞察能力和较好的客户感知力，能够体会高端客户的感受并创造适合他们的服务内容； 4、有较好的组织能力和领导能力，能对全国门店的会籍服务工作进行整体部署和管理；,,Alibaba,"Hangzhou,Zhejiang,China",客户满意中心,2022-05-05 11:57:58
49,银泰商业 门店工程物业专家 温州,lcSNPflYpKFs%2FFmYuVoSxw%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=lcSNPflYpKFs%2FFmYuVoSxw%3D%3D,全面负责门店所有设备的保养、维修、更新改造等工作的组织、指导和管理工作，确保大厦工程设备的正常运行； — 根据实际情况，制定部门的管理目标、各项规章制度、工程设备、设施的整体管理安排； — 建立健全部门岗位职责及工作标准程序和规范，确保部门的正常运行； — 制定节能、降低消耗的措施，并督导员工贯彻执行，以减少开支，提高经济效益； — 负责二次装修方案的审批，施工过程中的监察，竣工后的验收； — 负责各种设备. 设施的对外委托管理工作（资质审核、合同签订、服务评估）； — 负责消防及监控设备. 设施的维修工作，与保安部协作完成设备的管理工作； — 负责对内、对外的协调工作； — 及时组织人力处理重大事故及问题，并及时总结经验教训，尽量减少事故造成的损失； — 负责核定工程维修、改造费用，审批设备改造计划、购置计划，设备保养计划； — 负责完成各种上级领导交办的其他工作。,— 教育背景：相关专业； — 职业资格：有物业管理经理上岗证，并同时具备强弱电、空调、水暖、消防等以上任意一种资格证书； — 工作经验：3年以上百货公司建筑工程管理经验； — 工作技能：熟悉物业检查、结构及各种工程设备设施的运行、维修工作； 熟悉强弱电、空调、水暖、消防等系统的原理； 具有良好的沟通能力及组织管理能力； 有较强的责任心、事业心和职业道德，富有工作激情和热情； 具有长时间高效率工作和承受压力的能力。,,Alibaba,"Wenzhou,Zhejiang,China",第六战区,2021-01-28 13:30:01
50,银泰商业 零售培训专家 客满中心,JGYcPzbQlkjCXqd8CZYAjw%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=JGYcPzbQlkjCXqd8CZYAjw%3D%3D,"1. 根据集团及业务需要，搭建符合公司战略、组织成长和员工个人发展的培训计划,并协同门店实施及闭环培训效果; 2. 集团内部能力培训教材的开发与编写;出色的线上线下培训能力。 3. 主动发掘培训需求，推荐有效落地方案，开发培训内容和形式满足需求，陪伴门店一线员工成长； 4. 发展培养内部培训师，年度TTT培训提升基层培训能力；",1. 本科以上学历； 2. 5年或以上相关工作经验，能独立编写教案，化妆品等零售行业优先考虑; 3. 良好的团队协调沟通能力，能够独立策划、联动资源和运营培训项目； 4. 有高度的责任心和优秀的跨部门协作精神; 出色的沟通技巧; 5. 良好的沟通和演讲能力，专业的培训技能; 6. 良好的培训需求分析、培训师资管理、课程设计、培训组织及管理能力; 7. 能够结合受训对象人群特点、场景特征等提出创新有效的培训方式；,,Alibaba,"Hangzhou,Zhejiang,China",客户满意中心,2022-06-19 15:41:06
51,银泰商业 大客户销售 团购,KKKX3_WBInUjr6IAPCoWIA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=KKKX3_WBInUjr6IAPCoWIA%3D%3D,1. 负责并完成所属地预付卡销售任务，制定to C & to B的销售策略并落实执行； 2. 与各部门做好协同工作，拉动散客与门店的互动，提升并完成门店团购销售任务； 3. 围绕预付卡特性，建设或引进各类产品、合作； 4. 拓展挖掘大中型企事业单位、政府机构等福利礼品的采购； 5. 负责新老客户的开发与维护方案，不断加强客情建设，提升持续销售。,1. 具备3年及以上相关销售经验； 2. 了解市场及客户需求，具备对客户礼品、员工福利等采购的综合打包解决方案； 3. 沟通和表达能力出色、很强的商务谈判能力； 4. 具有良好的团队协作能力，善于调动内外部各种资源； 5. 熟练使用word，excel，PPT等办公软件操作。,,Alibaba,"Hangzhou,Zhejiang,China",团购业务部,2022-06-19 15:45:05
52,Ecosystem Integration Senior Manager Ecosystem,_fRl57Nq9ipgwyT2pUF7BA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=_fRl57Nq9ipgwyT2pUF7BA%3D%3D,"English CV Please! 1. Build and maintain the relationship and agreements with the most relevant player of the e-commerce integrators (ISVs) ecosystem 2. Coordinate product development, and operation teams to deliver a world-class seller onboarding experience and proper support to e-commerce integrators during their integration with Alibaba 3. Shape the vision of Alibaba Service Marketplace and implement the right incentives for 3rd parties partners 4. Work closely to Category Management team to understand the needs of key merchants and fulfill them with the right 3rd - party partners 5. Managing day-to-day operational aspects of the project, its team, scope, budget, timelines 6. Preparation and presentation of schedules, budgets and other documentation to internal clients 7. Direct the tech team to support large scale integrations with big sellers 8. Improve or develop partnerships with the most relevant local players of the e-commerce ecosystem 9. Motivating teams of cross-functional disciplines to achieve the desired project goals","1. 3+ years of experience in product management, in business technical environment or within a online marketplace 2. Bachelor’s Degree in a Business or Technical discipline, Master’s degree Business or Technical is a plus 3. A track record of project delivery for large, cross-functional, projects. 4. Business or technical experience including experience driving operations in an ecommerce business with emphasis on metrics 5. Demonstrated ability to identify and solve ambiguous problems. In particular, identifying customer (buying and selling) needs and inventing new ways to meet those needs 6. Self-driven and self-motivated mindset, ability to complete tasks with minimum supervision 7. Strong analytical and problem solving skills 8. Bias for action, and experience making things happen in a fast-paced, dynamic environment 9. Ability to influence others at all levels in embracing the change and adopting best practices 10. Proficient English are a must for this position 11. Native Spanish, Chinese, French or Italian languages are a plus We are an Equal Opportunity Employer committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, disability status or protected veteran status.",,Alibaba,"Barcelona,Spain",Ecosystem,2022-08-08 19:22:11
53,Alibaba eCommerce Seller Engagement - Training Project Manager,vqOh6mEv7ogUclyhjZu%2FJg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=vqOh6mEv7ogUclyhjZu%2FJg%3D%3D,"The role This PM, partnered with an engineering team, a designer, and a product development expert, will focus on providing efficient and easy learning tools to sellers on our platforms to achieve desired business outcomes. This PM needs to track the dashboard of seller training tools, surface data insights and optimize the way of education to sellers. Key Responsibilities (but not limited to): 1. Drive learning product requirements definition, product planning (including writing BRDs) of new features and work cross-function 2. Build seller learning dashboard template in partnership with data team 3. Develop & improve seller learning platform functions according to seller business performance dashboard to make it easy for sellers to self-learn how to improve their business. 4. Plan full-cycle seller funnel learning modules based on business needs.",- Bachelor's degree - Native Spanish speaker + fluent English - A fast-learner who adapts him / herself into an innovative environment with uncertainty - Excellent data analysis skills and experience working with analytics products and an understanding of how admins leverage analytics to inform decision making - Excellent communication skills with the ability to interact with and understand technical subjects and emerging learning & communication technologies - Ability to communicate findings clearly to both technical and non-technical audiences - Ability to conduct cost-benefit analysis and calculate training ROI - Experience in EdTech or e-commerce marketplace is a plus,,Alibaba,"Madrid,Spain",Seller operations,2022-08-08 18:42:02
54,Alibaba eCommerce Catalog Senior QA Manager Seller Operations,MIq8RFwlBYh6Kc%2Fnpg4_eg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=MIq8RFwlBYh6Kc%2Fnpg4_eg%3D%3D,"The role Are you interested in leading and developing strategic initiatives for one of Alibaba's most significant and fastest growing businesses? PMO Catalog team is an integral part of Seller Operations PMO (project management office). The team’s primary role is to create and enhance Alibaba online catalog, fix products, manage brands and post buying related defects, to ensure the best selling partner experience. Our mission is to make selection available to customers without defects, and with the highest quality. As the leader of this team you will continuously drive improvements by working cross-functionally across engineering, category management, product management, marketing, finance, and senior executive teams. This is a critical role responsible for leading programs with impact, launching new features, developing and growing business opportunities, and enhancing our customer experience. Key Responsibilities (but not limited to): 1. Prepare detailed operational reports and metrics to guide and manage staff on an on-going basis 2. Responsible for the overall quality of catalog by working closely with engineering team and agents 3. Share operational and quality best practices across the extended team and contribute to the programs 4. Responsible for operations processes standardization for maximum efficiency 5. Produce metrics and make recommendations for process and systems improvement 6. Build strong relationships with other teams to on-going value add and ensure long term success 7. Formulate, Implement, Track career path & individual development plans of each member in the team.","-5+ years of product QA experience or relevant technical experience. -Program management experience in analyzing, prioritizing and implementing processes and driving automation. -Demonstrated success in delivering programs of high complexity that have impact. -Building and supporting a diverse team environment. -Native Spanish, fluent in English -Experience in e-Commerce / Hi-tech / Retail industry or management consulting with focus on one of these industries -Experience of working with Engineering teams or eCommerce catalog -Strong business analytics and leadership skills -Location Barcelona hybrid",,Alibaba,"Barcelona,Spain",Seller operations,2022-08-08 18:27:39
55,Alibaba eCommerce Head of Search Operations User Growth,IdZ6v_yxW6vvMubN%2FMxk0A%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=IdZ6v_yxW6vvMubN%2FMxk0A%3D%3D,"The role Improving user experience on Search function. Search is a critical function for an e-commerce platform. Its job is to find the products the user is looking for by matching the user's search keywords with the products on the platform. Key Responsibilities (but not limited to): -Work closely with Product team to drive Search improvement strategy -Work closely with Category team to identify category user interests and purchase decision, by studying category trend, and provide right assortment solution -Optimize user’s search experience by ensuring search result relevancy and accuracy, responsible for a smooth and engaging user journey -Improve Search algorithm performance, perform various tasks to train AI, and have a better understanding of local language -Build and optimize Traffic Tools to achieve business strategy and projects result -Build a weekly and monthly analysis report on search behavior, monitor search-related data, and work on improvement solutions -Manage a team including external agents, lead algorithm improvement tasks with quality & quantity.","-Passion in Search and e-commerce ecosystem. -Strong academic record with a degree in: Business, Economics, Math, Statistics, Finance, Computer Science, Computer Engineering or any related. -Over 5 years’ experience in search-related roles or product role in other e-commerce companies with in-app search engines, or search engine operation (Yahoo / Google) , or search engine marketing and optimization (SEM / SEO). -Familiarity with A / B and multivariate experiments. -Strategic thinking and strong data analysis ability, able to interpret market trends via data. -Able to work with and manage various stakeholders. -Proficient command of MS, Excel, and PowerPoint with advanced analytics & presentation skills, SQL knowledge will be a big plus. -Native speaker, Fluent in English, Chinese skill will be a big plus.",,Alibaba,"Madrid,Spain",User growth,2022-08-08 17:54:21
56,Cainiao System and Process Specialist Europe and Southeast Asia,e%2F1ua0Aj_njOhueseGBYPA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=e%2F1ua0Aj_njOhueseGBYPA%3D%3D,"1、协同业务团队进行开发前 / 中 / 后相关系统支持工作,包括但不限于业务和技术梳理、制定产品需求、系统实施&技术解决方案等； Support the system development process with teams, include but not limited to business and technical identification, product request, system implementation and technical solutions etc. 2、持续关注、推动产品在仓内方的持续应用，推动产品技术方案升级演进； Continuous focus and push forward the application of products within the warehouse, promote technical upgrade 3、系统日常运营，新功能上线推广及培训工作； Daily maintenance of system, new function promotion and training 4、推动产品不断优化，流程不断标准化，解决业务使用过程中的技术问题，不断完善问题处理机制和流程，与产品技术直接合作，确保技术问题高效地解决； Promote continuous product and process optimization, provide technical solutions during the application. Coordinate with technical to improve the solution and process. 5、仓内生产进度 Responsible for the production progress within the warehouse 6、流程优化&标准化建设，流程文档沉淀，不断优化现有流程，以及产品设计，提高生产效率 Set up process optimization and standardization. Continuously improve the current process and product design, and efficiency","1、3年以上供应链产品（主要WMS、ERP）的产品运营或者实施经验 , 精通主流WMS、电商ERP技术架构、产品功能、行业特性； 3 year experience in supply chain products (WMS, ERP) operation, proficient in mainstream WMS, e-commerce ERP technical framework, product functionality and industrial characteristic. 2、具有很强的沟通能力和团队合作能力，责任心强、有抗压能力； Perfect communication and team work skills, highly responsible and able to handle pressure 3、熟悉仓储物流各环节运作流程以及操作特点，具有现场实操经验，对系统单据流和WMS各模块逻辑有优化经验。 Familiar with warehouse logistics operations, experienced in on-site management, and optimizing system document flow and WMS module 4、具备优秀的文档能力，能够熟练编写各类培训、需求调研、方案设计文档，具有较强的逻辑分析能力和项目管理能力； High documentation skills, able to draft training materials, survey and scheme design documents, excellent logistic analytical and project management skills.",,Alibaba,"Liege,Belgium",列日eHub分拨,2022-08-08 14:53:57
57,Cainiao Last Mile Logisctic Advisor Europe and Southeast Asia,Bt5QYycvlez5wbS6oM7TBg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=Bt5QYycvlez5wbS6oM7TBg%3D%3D,"Cainiao is one of the world leading logistic company part of the Alibaba Group Mainly operating in Asia, Cainiao is developing its best practice on logistics all over the world Cainaio France is currently improving its Network efficiency by always looking at opportunities to reduce cost, increase delivery speed and get more value to the customer Cainiao France has build several partnership over the last few years in France and is continuously building innovative logistic solutions - As part of a multicultural team, you will be in charge of supporting the deployment of the Cainiao Network in France Main responsibilities includes - Support operational deployment of logistic solutions in France by giving on the field support - Create all documentations for the operations and be the representative and owner of all operational process - Continuously challenge the operations to identify productivity increase opportunities and quality improvement - Manage large project to reduce our cost and improve our quality - Develop & implement new logistics solutions that will benefits our end customers - During all your tasks, you will be coordinating various team from different culture to ensure the achievement of your targets - Prepare comprehensive project plans to assure deliverables are attained within budget, timeline and varied project objectives as defined by Project Directive. - Your direct customers will be the operational team","- English speaking (fluent), Chinese as a plus - Driving license - 3+ year of experience in logistics or Transportations - Master or engineering degree - Knowledge of Lean six sigma - Project Management skills - Outstanding analytical, problem-solving, and organizational abilities. - Autonomous in decision making and day to day work (managed by target not by tasks) Travel in France Part time will be in Compans",,Alibaba,"Paris,France",法国国家运营,2022-07-19 12:07:18
58,"Ant Group Senior Solution Engineer, Alipay+ International BG",d0ZQDRCMClaXeUbQPX0KFw%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=d0ZQDRCMClaXeUbQPX0KFw%3D%3D,"AlipayPlus (A+) is an Ant Group global mobile-first payment and marketing solution, growing from the leading pioneers of the mobile payment industry. A+ provides a common standard and set of rules applied to all partners that facilitate operational efficiency, one-stop integration for expanded merchant acceptance, and effective marketing tools that deliver attractive digital merchant offers to mobile payment users ( [URL] implementation","Minimum Qualifications - BS / MS degree in Computer Science, Engineering or related subjects - 4-8 years of working experience with 2-4 years doing hands-on software development - Good fundamentals and hands-on experiences with API integration, database, web security, application design and troubleshooting - Ability to manage internal or external clients and communicate effectively with both technical and business teams - Demonstrated ability to convert business requirements into technical specifications - Ability to assess current product and technology gaps and come up with the best technical solution - Proficient in English (oral / written) Preferred Qualifications - Demonstrate good business sense and passion for using various technical solutions to fulfil business needs - Willingness to communicate with global teams. Ability to converse in both English and Mandarin to communicate with our Mandarin-speaking stakeholders - Knowledge of mobile development is an added advantage - Proven experience in managing external vendors is an added advantage - Familiar with Fintech technology, a firm understanding of the payments industry, and experience in large scale payment / e-commerce related domains is an added advantage - Familiar with Southeast Asia banking / payment infrastructure is an added advantage - Result oriented, adaptable and able to embrace changes. Strong in multi-tasking and perform well under pressure",,Alibaba,"Singapore,Singapore",东南亚和南亚售前解决方案,2021-06-25 07:54:33
59,"Ant Group Product Manager, Payments Wallet International BG",OOso2lSPpJgMBo%2FcH4iAng%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=OOso2lSPpJgMBo%2FcH4iAng%3D%3D,"You will be a key member of Ant Group international product team to help achieve company’s global vision. You will design and execute the development and integration of world-class payment capabilities to strategic e-commerce platforms, empowering commerce-payment ecosystem in overseas emerging markets. You will take ownership of the products to ensure optimal user experience, operation efficiency, security and compliant to regulations. Responsibilities: - Play the role as a key product manager of digital wallet product which covers user acquisition, KYC / verification, top up / payment, promotion and every expects of a typical digital wallet service - Closely collaborate with strategic e-commerce platforms and other partners. Deliver and manage product solutions that help achieve business goals. - Articulate value propositions of business initiatives. Translate business requirements into product requirement that is concrete and clear for the development team to work on. - Understand competitive landscape in local markets, discover market insights and identify customer pain points - Take ownership of the product, manage short / long term product roadmap based on the business and customer value - Collaborate with different teams and stakeholders, project-manage and oversee E2E development process. - Understand user mindset and behavior through research, observation, data-analysis and E2E testing. Engineer and deliver frictionless and relevant digital wallet / payment experience to customers. - Act as an ambassador for the product internally and externally, and as the primary product contact for queries related to the product. - Understand, define and track product performance metric. Consistently iterate the products based on analysis of the product performance metric - Off-hour and on-site support to ensure product integrity during high traffic events","- 3 years and above, with experience in product management or related role. Previous experience in digital wallet, payments or eCommerce industry / O2O scenarios is highly preferred. - Good understanding on digital wallet, payment technology, payment channels and industry players in Southeast Asia markets and / or European / Brazil markets. - Hands-on experience working with both business and technical teams. Experience in understanding business requirement and defining product specifications. - Strong analytical skills and proven ability of data-driven decision-making, ability to define and manage qualitative and quantitative research and measurement plans. - Strong organizational acumen – ability to thrive in a matrix environment where success depends on a high degree of cross-functional collaboration. - Can-do attitude, willingness to learn and listen, ability to work independently, and a strong drive to get things done.",,Alibaba,"Singapore,Singapore",钱包产品,2021-05-26 09:12:03
60,"Ant Group AML Expert, EMEA International BG",jA1x5X%2F2_4TjTsXbobPpyw%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=jA1x5X%2F2_4TjTsXbobPpyw%3D%3D,"Based in London, United Kingdom, the Regional AML-Anti Money Laundering Expert will be part of the growing Ant Group Legal, Compliance, Anti-Money Laundering and Data Privacy team supporting the international business. The candidate reports to the Head of Regional AML for UK, Europe, the Middle East and Africa (EMEA). We are looking to hire an inquisitive and detail-oriented AML-Anti Money Laundering professional. The candidate is expected to work very closely with internal stakeholders, including but not limited to members of various departments and functions within the Ant Group and Alibaba Group of companies, as well as with external business associates / partners and regulatory or governmental agencies. The ideal candidate will be a confident and positive self-starter with strong interpersonal and organizational skills, is able to demonstrate the ability to effectively and proactively exercise good judgment and become a trusted partner and business enabler in a fast-paced working environment. The candidate will be versatile and flexible with the ability to manage with ambiguity in a dynamic environment with changing priorities.","Key Responsibilities and Expectations, - Familiarity with AML / CFT and sanctions laws and regulations in the UK & EU region & to be able to provide advice and guidance on AML laws and regulations - Formulate, implement and perform periodic reviews / gap analysis of the AML Program, policies and procedures and system controls for entities in the region & identify, mitigate potential areas of AML compliance vulnerability and risks / gaps - Provide oversight of implementation, effectiveness and sustainability of AML controls in the region and if the need arises to lead as the project manager of multiple AML change initiatives - Able to lead and participate in regulatory engagements / consultations and license applications in the region, and ensure business and management are informed and prepared against material reforms and developments. - Able to collaborate with Compliance and other risk and control departments to address AML compliance issues and engender a culture of compliance within the business - University Graduate with at least 7 years of relevant AML experience and expertise within financial services or payment industry - Technically-inclined with an ability to engage and work with technology specialists and very comfortable navigating in a fast-paced rapidly evolving environment where structure is a work in progress - Ability to work under pressure, meet deadlines and work effectively with multiple stakeholders - Proficient in English and ideally in Mandarin to communicate with our mandarin speaking stakehold",,Alibaba,"London,England,United Kingdom",欧洲区域反洗钱,2022-06-27 05:16:26
61,Ant Group Partnerships Lead (PH) International BG,6DLRkBKL_qlZZdXKReRjfA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=6DLRkBKL_qlZZdXKReRjfA%3D%3D,- To drive partnership growth by widening network’s potential addressable base - To onboard new partners and ensure commercial success after onboarding - To assist Country Manager to manage day to day operations,- 5 years+ working experiences in payment / banking (related) industries - Financial Consultancy or investment banking experiences beneficial - Self-motivated and strong adaptability to multi-culture working environment,,Alibaba,"Manila,Philippines",菲律宾,2022-03-21 05:33:30
62,Ant Group Legal Counsel Anext Bank,8%2FzCglo0SXk0zlotgbVxgQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=8%2FzCglo0SXk0zlotgbVxgQ%3D%3D,"This position will be part of a growing legal and compliance team supporting the newly created Digital Wholesale Bank (“Digital Bank”). This individual will be supporting the Head of L&C in providing legal, privacy and corporate secretarial support to the Digital Bank. This individual will also be expected to work closely with the legal, compliance, privacy and AML professionals within the Digital Bank and the wider Ant Group, as well as business and operations teams of the Digital Bank. Responsibilities: - Provide legal, regulatory, corporate secretarial and commercial support / advice on matters relating to business operations, general commercial and transactional matters pertaining to the Digital Bank, including business structuring discussions, commercial and procurement contract negotiations, outsourcing and service agreements etc - Work closely with the international and PRC compliance teams on all legal matters involving the banking products provided by Digital Bank, including conducting product compliance analysis and providing legal advice to the compliance functions on its operating policies and standards that are applicable to the business - Collaborate closely with the various business and internal functional teams within the Digital Bank and the wider Ant Group - Keep up-to-date with relevant legal developments and advice management on potential road blocks or implications - Advise management on legal aspects of strategic direction of business development - Manage outside counsel across multiple jurisdictions to ensure timely and commercially informed legal advice","Required: Bachelor or above degree in law. A minimum of 6-10 years’ PQE with regional experience across APAC. Legally qualified in UK / SG (or other Commonwealth jurisdictions) with strong legal training and substantial in-house experience in a commercial or wholesale bank. Preferred: Knowledge or direct experience in FinTech and / or e-payments industry, corporate governance or corporate secretarial and data privacy matters; regional experience in the Asia region; proficient in English and Mandarin (both spoken and written) for communication with our Mandarin-speaking stakeholders Other qualities: - Strong regulatory / compliance knowledge and skills, especially in relation to fintech business and the relevant licensing laws and regulations in Asia - Highly motivated self-starter, eager learner, teachable spirit and a good team player with excellent project management skills - Ability to work under pressure and meet deadlines - Strong legal knowledge and technical skills, able to work independently in a fast-paced environment - Traveling to China to be expected",,Alibaba,"Singapore,Singapore",法务,2022-03-31 08:45:42
63,Ant Group Business Intelligence Manager International BG,Eszbr0EYckqt8mYVXqBG2Q%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=Eszbr0EYckqt8mYVXqBG2Q%3D%3D,- Perform data analysis to identify root cause & trends to support business decision making - Build and manage online dashboard to empower users to track numbers by themselves - Develop SQL and maintain database tables for reporting and analysis - Quickly understand business needs and propose possible solution - Present findings / recommendations to stakeholders - Managing multiple concurrent projects and execute on tight deadlines in a fast-paced setting - Liaising with Tech / data team to understand database structure and prioritise the development to gain new data or improve existing data quality and analysis efficiency,"- 5+ years of experience in Data Analysis / Business analysis role - Proficiency in using leading BI tools, such as Tableau - Expertise in SQL with over 3 years of working experience - Ability to lead a team and / or work independently - A strong team player mentality who thrive under pressure and inspire others - Exposure to internet companies & experience in driving business growth using data - Excellent interpersonal and communication skills - Bachelor / Master in Data related discipline preferred - Fluent in English and Mandarin to communicate with our Mandarin-speaking stakeholders",,Alibaba,"Singapore,Singapore",A Plus支付及营销,2022-04-25 06:59:08
64,阿里集团 公共服务平台PSP-贸易归类与合规运营专家 杭州,10%2FO71itfhg3PlDLnnh%2F5Q%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=10%2FO71itfhg3PlDLnnh%2F5Q%3D%3D,1、负责eWTP公共服务平台跨境贸易商品的海关归类以及主要贸易国家合规要求能力的建设和运营； 2、负责协同产品技术，将归类规则和合规规则进行数字化解读，形成产品需求，形成可对外服务的能力，并持续优化和迭代扩大商品覆盖范围和国家覆盖范围； 3、负责获取服务客户的需求并转化成产品的业务需求，确定商业化业务方案，运营服务，形成市场能力； 4、负责对产品能力的监控和分析平台数据，提出优化方案，提升客户对平台的满意度； 5、负责归类合规平台的生态搭建，形成与行业市场的合作，规划未来平台发展，并负责整体的规划落地。,"1、大学本科及以上学历, 8年以上跨境贸易的工作经验； 2、熟悉国际贸易规则，熟悉海关归类、关税和非关税规则等专业知识，必须要有相关的工作经验，具备相关行业资源； 3、具备业务和产品的思维，优秀的跨部门协调能力，能够很好处理和推动问题的解决； 4、精通英语，沟通流利，优先录取 5、聪明、皮实、乐观、自省",,Alibaba,"Hangzhou,Zhejiang,China",eWTP公共服务,2022-05-17 20:18:52
