,title,internal_id,url,description,responsibilities,qualifications,company,publish_date
220,Разработчик в группу развития opensource-технологий,9705,http://yandex.ru/jobs/vacancies/разработчик-в-группу-развития-opensource-технологий-9705,"Современная разработка немыслима без использования и развития opensource-технологий. Мы в Яндексе не только адаптируем решения с открытым исходным кодом для использования в нашей инфраструктуре, но и активно улучшаем такие решения, а также открываем код многих своих систем. Мы ищем разработчиков, активно заинтересованных в мире opensource. Вы поможете нам интегрировать Аркадию — монорепозиторий Яндекса — во внешний мир. Вы получите обширные знания о популярных opensource-решениях, сможете повлиять на большую часть проектов Яндекса, а heat map ваших коммитов в обоих мирах будут предметом для гордости.","Что нужно делать: создавать инфраструктуру для синхронизации кода между Аркадией и публичными git-репозиториями; развивать автоматизации, помогающие адаптировать opensource-проекты на разных языках для сборки и эксплуатации в нашей инфраструктуре; помогать разработчикам Яндекса диагностировать и исправлять проблемы, развивать opensource-решения и синхронизировать эти улучшения в upstream.","Мы ждем, что вы: программируете на C++, Python или Go на уровне эксперта; готовы изучить как минимум один дополнительный язык; хорошо знаете экосистему проектов с открытым исходным кодом и инструментов сборки; готовы самостоятельно решать сложные задачи и доводить дело до конца; быстро разбираетесь в чужом коде; открыты к изучению новых технологий.",Yandex,
221,Специалист службы поддержки пользователей со знанием индонезийского языка,9704,http://yandex.ru/jobs/vacancies/специалист-службы-поддержки-пользователей-со-знанием-индонезийского-языка-9704,"Пользователи сервисов Яндекса обращаются в поддержку каждую минуту. Например, если возникают сложности с оплатой подписки или расширением настроек аккаунта. Наши специалисты улавливают суть проблемы с первой фразы и тут же спешат на помощь. Поэтому количество довольных клиентов растёт, а наши сайты и приложения становятся ещё функциональнее. Наши пользователи живут в разных странах, поэтому ищем отзывчивого оператора со знанием иностранных языков. Если вам интересно стать частью команды Яндекса и помогать развивать наши сервисы — присоединяйтесь!",Что нужно делать: общаться с пользователями в чате и по электронной почте; передавать отзывы команде сервиса; делать сервисы Яндекса лучше и доступнее.,"Мы ждем, что вы: можете вести переписку на индонезийском и английском языках; грамотно пишете на индонезийском и английском языках; самостоятельны и усидчивы; любите разбираться в причинах и находить решения; хотите учиться и совершенствоваться.",Yandex,
222,Разработчик интерфейсов в баннерную рекламу,9703,http://yandex.ru/jobs/vacancies/разработчик-интерфейсов-в-баннерную-рекламу-9703,"Реклама — это полезный и сложный продукт. Реклама Яндекса релевантна. Мы не делаем навязчивую рекламу, потому что она малоэффективна. Компании платят за конверсии и продажи, а не за пустые клики. Реклама необходима, потому что оплачивает труд людей, которые делают вашу жизнь лучше и интереснее. Создать качественный баннер непросто, и вот почему. Баннер должен: динамически перестраивать layout в зависимости от размеров; занимать максимум пространства и ничего не ломать вокруг; если нужно — включать много сложных анимаций; выживать в недружелюбной среде с переопределённой Array. map. У нас очень много пользователей и огромное количество показов объявлений в сутки, быстрые A / B-эксперименты и нестандартная вёрстка, минимум админок и однотипных страниц.",Что нужно делать: разрабатывать и дорабатывать новую платформу; модернизировать технологический стек сервиса; оптимизировать производительность; взаимодействовать с внутренними заказчиками и внешними партнёрами. Наши технологии: используем собственную библиотеку с JSX-синтаксисом (отказались от React: встраиваемый код на нём недопустимо тяжёлый); пишем на TypeScript и чистом JavaScript (в основном для поддержки); собираем продукт на webpack / Babel; пользуемся WebComponents.,"Мы ждем, что вы: готовы изучать наши технологии и вместе с нами улучшать баннерную рекламу.",Yandex,
223,Руководитель службы эффективности фулфилмента в Маркет,9702,http://yandex.ru/jobs/vacancies/руководитель-службы-эффективности-фулфилмента-в-маркет-9702,"Команда запуска логистического сервиса — специалисты высочайшего уровня в области внедрения современных логистических моделей. Они эффективно выстраивают проектную работу, ориентированную на результат. У нашей команды единые кросс-функциональные показатели KPI. В команде есть сторона change, куда входит техлид и менеджер продукта, и сторона run — это руководители направлений складских операций и операционный руководитель. В сторону change мы ищем руководителя службы эффективности фулфилмента Маркета. Вашей главной задачей будет постоянно оптимизировать операции и повышать их эффективность.","Что нужно делать: управлять командой сервисных лидеров; контролировать пул проектов команды и управлять им; выстраивать эффективную коммуникацию с коллегами; умело контролировать информацию, структурировать её, обрабатывать и доводить в понятном виде до заинтересованных коллег; профессионально управлять рисками, чтобы запускать проекты в срок и с ожидаемым качеством; проявлять разумную инициативу с фокусом на повышение эффективности выполняемой работы, оптимизацию процессов, снижение издержек и улучшение клиентского сервиса; планировать финансовую сторону проектов; формировать стратегию, как постоянно повышать производительность и оптимизировать расходы; внедрять новейшие технологии обработки товара; непосредственно руководить реализацией новых проектов для бизнеса и инициатив в области складской логистики.","Мы ждем, что вы: были лидером проектных групп в складской логистике больше трёх лет; реализовывали проекты с учётом CPI; работали с отчётами о прибыли и убытках (P&L); пользуетесь MS Office, в частности PowerPoint, на продвинутом уровне; внедряли или изменяли процессы в системах управления складом (WMS); составляли и проводили презентации; умеете работать в проектной команде.",Yandex,
224,Менеджер операций последней мили в Доставку,9701,http://yandex.ru/jobs/vacancies/менеджер-операций-последней-мили-в-доставку-9701,Яндекс Доставка работает примерно в 500 городах и более чем в 15 странах. Мы делаем больше сотни тысяч доставок в день и планируем расти и дальше.,"Что нужно делать: выстраивать с нуля операции последней мили и быстро их масштабировать, учитывая возможный кратный рост; управлять командой менеджеров, логистов, бригадиров (около 20 человек); управлять тысячами профессиональных водителей-партнёров, работающих в сортировочных центрах по всей стране ; искать и реализовывать инициативы, чтобы количество доставок быстрее росло; отвечать за стабильно высокое качество доставляемости посылок и за достижение других KPI партнёров — лидеров e-com; отвечать за PnL и другие финансовые показатели; организовывать подготовку аналитики по направлению и материалов для совета директоров.","Мы ждем, что вы: организовывали логистические операции, особенно последней мили; управляли большим коллективом и курьерами-партнёрами.",Yandex,
225,Ресёчер,9700,http://yandex.ru/jobs/vacancies/ресёчер-9700,"Мы ищем ресёчера в команду бизнес-найма фудтеха. Вы поможете нам привлекать таланты в три сервиса: это Яндекс Еда (доставка блюд из ресторанов и продуктов из магазинов), Лавка (доставка продуктов за 15 минут) и Едадил (позволяет экономить на покупках в офлайн-магазинах).",Что нужно делать: искать во всех доступных источниках кандидатов на бизнес-позиции; проводить телефонные скрининги; работать с базой кандидатов; помогать рекрутеру вести позиции (от снятия вакансии до отправки оффера).,"Мы ждем, что вы: получили высшее образование или учитесь на последних курсах вуза (управление персоналом, менеджмент, психология); работали в рекрутменте или проходили стажировку; стремитесь развиваться в сфере подбора персонала; легко находите общий язык с людьми, инициативны; умеете работать с многозадачностью; нацелены на результат; самостоятельны и ответственны.",Yandex,
226,Специалист службы поддержки с техническими знаниями в Яндекс 360,9699,http://yandex.ru/jobs/vacancies/специалист-службы-поддержки-с-техническими-знаниями-в-яндекс-360-9699,"В Яндекс 360 входят сервисы для удалённой работы. Например, Почта — для переписки, Диск — для хранения общих файлов и Календарь — для встреч. Чтобы клиенты использовали все возможности сервиса и каждый мог обратиться за помощью, специалисты службы поддержки всегда на связи: в чате или по почте.","Что нужно делать: отвечать на сообщения пользователей по почте и в чатах; консультировать: рассказывать про тарифы, услуги и то, как работает Яндекс 360; помогать клиентам решать технические проблемы; передавать информацию разработчикам и менеджерам, чтобы они улучшали сервисы.","Мы ждем, что вы: имеете высшее или неоконченное высшее образование (техническое будет плюсом); можете читать языки JavaScript и HTML; грамотно пишете по-русски; умеете работать с большим объёмом информации; чётко и структурированно излагаете мысли; готовы учиться (опыт работы не обязателен); умеете работать самостоятельно и в команде; не устаете от однообразных задач.",Yandex,
227,Сетевой инженер в Маркет,9698,http://yandex.ru/jobs/vacancies/сетевой-инженер-в-маркет-9698,"Яндекс Маркет развивается и автоматизирует складские процессы, чтобы повысить качество, скорость доставки и удовлетворённость клиентов. Вы будете заниматься техподдержкой и вместе с нами улучшать сервисы и технологии.","Что нужно делать: запускать и поддерживать со стороны сетевой инфраструктуры малые и средние пункты выдачи заказов; отвечать на вопросы и решать проблемы, взаимодействовать с различными структурами компании; развёртывать сетевые решения на продуктах Huawei, OPNsense и pfSense, OpenWrt, MikroTik; описывать технические решения, инструкции; оптимизировать работу с помощью новых программных и технических решений.","Мы ждем, что вы: умеете администрировать ОС Windows 10 / 11, Linux Ubuntu: установить, восстановить, настроить, ввести компьютер в домен, настроить сетевые службы и права доступа; на базовом уровне пишете скрипты для автоматизации процессов; хорошо понимаете принципы статической маршрутизации, механизмы работы TCP / IP и других протоколов модели OSI; настраивали мониторинг оборудования и сервисов; ответственны и самостоятельны в работе.",Yandex,
228,Менеджер по работе с клиентами в Директ,9697,http://yandex.ru/jobs/vacancies/менеджер-по-работе-с-клиентами-в-директ-9697,"Яндекс Директ — это самая распространённая в России платформа контекстной рекламы: каждый день ей пользуются сотни тысяч рекламодателей. Рекламодатели и агентства работают в нашем интерфейсе: создают рекламные кампании, анализируют их эффективность с помощью статистики и Яндекс Метрики, заказывают медиапланы, составляют прогноз бюджета. У нас насыщенная внутренняя жизнь, дружная команда, которая не любит стоять на месте и не боится сложных задач, и совершенно неформальная среда. Если вы любознательный и деятельный человек, вам будет с нами интересно!","Что нужно делать: развивать базу клиентов и выстраивать с ними долгосрочные отношения; выполнять KPI по продажам; проводить презентации и переговоры на высоком уровне; сопровождать сделки до внедрения продукта; помогать клиентам вести рекламные кампании, осваивать новые продукты и инструменты; обучать рекламодателей основам интернет-маркетинга и работе с продуктом.","Мы ждем, что вы: имеете опыт работы в продажах B2B от двух лет; умеете вести переговоры на уровне лиц, которые принимают решения; умеете проводить презентации; быстро учитесь; способны ставить себе цели и работать на результат; легко находите общий язык с людьми; обладаете широким кругозором.",Yandex,
229,"Инженер пожарной безопасности, ГО и ЧС в Маркет",9695,http://yandex.ru/jobs/vacancies/инженер-пожарной-безопасности-го-и-чс-в-маркет-9695,"Подгруппа пожарной безопасности, ГО и ЧС Яндекс Маркета ищет инженера с отличными знаниями и опытом в данном направлении. Инженер будет отвечать за профилактику ЧС на объектах в странах присутствия Маркета.","Что нужно делать: проводить аудиты объектов компании, составлять план, как устранить выявленные нарушения; соблюдать требования действующего законодательства (ФЗ, ППР, СП, международные стандарты); обеспечивать объекты первичными средствами пожаротушения и противопожарным инвентарём; составлять технические задания, технические требования, рассматривать и согласовывать проектную документацию на соответствие требованиям пожарной безопасности ; контролировать выполнение нормативных требований в области пожарной безопасности при строительстве и реконструкции помещений, зданий и сооружений, передавать их в эксплуатацию; контролировать обеспечение, работоспособность и своевременность технического обслуживания систем противопожарной защиты, выявлять и устранять неисправности в их работе, привлекать для этого подрядные организации; взаимодействовать с представителями надзорных органов в области пожарной безопасности, участвовать в плановых и внеплановых проверках; взаимодействовать с представителями арендодателя, подрядными организациями, международными пожарными консультантами по вопросам пожарной безопасности; работать с персоналом: проводить инструктажи по пожарной безопасности, контролировать своевременность обучения ответственных за пожарную безопасность на объектах, проверять знания пожарно-технического минимума, проводить плановые тренировки по эвакуации; разрабатывать внутренние документы (регламенты противопожарных тренировок, инструкции, приказы и пр. ) в области пожарной безопасности; изучать международную нормативную документацию в области пожарной безопасности.","Мы ждем, что вы: работали на аналогичной должности в крупных офисах классов А, В; обладаете экспертными знаниями в области пожарной безопасности, разрабатывали или согласовывали СТУ, РР, НОР; разбираетесь в продукции ведущих производителей оборудования систем противопожарной защиты, знаете основы монтажа, пусконаладки, принципы действия систем; работали с международными компаниями в вопросах технического обслуживания инженерных систем; способны быстро принимать решения в критических ситуациях; умеете вести переговоры и сложные коммуникации, грамотно презентовать информацию, в том числе на английском языке; позитивны и коммуникабельны, готовы решать сложные задачи сотрудников, предлагать нестандартные варианты; грамотно говорите и пишете; владеете английским языком на уровне не ниже В1; читаете техническую документацию на английском языке.",Yandex,
230,Разработчик ML,9694,http://yandex.ru/jobs/vacancies/разработчик-ml-9694,Мы ищем коллегу в службу скоринга и пользовательского поведения.,"Что нужно делать: выполнять ML-задачи, связанные с ранжированием (результатов поисковой выдачи, отзывов).","Мы ждем, что вы: уверенно знаете классические ML-алгоритмы; программируете на Python.",Yandex,
231,Marketing leader в Доставку,9693,http://yandex.ru/jobs/vacancies/marketing-leader-в-доставку-9693,"Ищем сильного маркетолога, который возглавит одно из направлений маркетинга Доставки.","Что нужно делать: разработать и реализовать маркетинговую стратегию, направленную на рост бизнеса; определить стратегию бренда; планировать и запускать рекламные кампании; поддерживать продуктовые запуски; исследовать имидж платформы, аудитории или продукта и применять результаты исследований; управлять рекламными бюджетами и их эффективностью.","Мы ждем, что вы: больше пяти лет управляли маркетинговыми проектами; делали масштабные (всероссийские) кампании под ключ; проводили market research; строили и развивали бренд; выводили продукты на рынок; отлично умеете изучать информацию и делать выводы; владеете английским на уровне Upper-Intermediate и выше.",Yandex,
232,Аналитик-разработчик в команду инфосценариев поиска,9692,http://yandex.ru/jobs/vacancies/аналитик-разработчик-в-команду-инфосценариев-поиска-9692,"Основная цель инфосценария — отвечать на запрос пользователя в блоке быстрых ответов поисковой выдачи. Мы строим систему по сбору офлайн-сигналов качества, чтобы быстрые ответы были полными, но не содержали лишнюю информацию, текст был хорошо структурирован и удобно читался. Разрабатывать инструменты оценки качества нам помогают эксперты и асессоры на краудсорсинговой платформе Яндекс Толока. У нас безумно интересная, но очень ответственная работа. Если вы хотите отвечать на философские вопросы вроде «Что будет хорошо для сервиса Х» и облекать ответы в измеримые показатели — приходите, вам у нас понравится. Основные направления нашей работы: онлайн-метрики: подбираем показатели, по которым продуктовые команды проверяют внедрения A / B-экспериментов, помогаем анализировать и объяснять результаты и делать выводы; офлайн-метрики: разрабатываем методологию оценки базового качества поиска, которое трудно (а местами и невозможно) оценить по поведенческим метрикам. Другими словами, подбираем таргет для обучения основного компонента веб-поиска; метрики дизайна: придумываем численные способы оценить преимущества от изменений дизайна сервисов, помогаем принимать дизайнерские эксперименты и определять значимость внедрений, разрабатываем платформу для количественных исследований сценарных экспериментов.",Что нужно делать: разрабатывать офлайн-метрики качества поиска; настраивать рекомендации заданий для экспертов; анализировать процессы сбора и агрегации краудсорс-разметки; контролировать качество собираемых данных; моделировать пользовательские предпочтения.,"Мы ждем, что вы: понимаете принципы статистической проверки гипотез; умеете решать прикладные задачи на любимом языке программирования (у нас в основном Python); критически относитесь к результатам; любите разбираться в новых темах и инструментах.",Yandex,
233,Менеджер по планированию в коммерческий департамент,9383,http://yandex.ru/jobs/vacancies/менеджер-по-планированию-в-коммерческий-департамент-9383,"Коммерческий департамент ищет менеджера, который будет вместе с командой формировать и постоянно улучшать знания о выручке от онлайн-рекламы, управлять текущими операционными процессами и вести крупные проекты.","Что нужно делать: моделировать сценарии выручки: владеть моделью постановки целей по выручке и производным показателям (зависимым от выручки расходам) на уровне бизнес-группы (Performance Matrix), делать возможной быструю разработку ML-моделей и механик для решения новых и неоднозначных бизнес-задач (What If and Scenario Analysis), эффективно контролировать усилия смежных команд по моделированию необходимых компонентов; заниматься планированием и бюджетированием: владеть процессом формирования доходной части бюджета и зависимых от выручки расходов, управлять финансовыми процессами и политикой с минимальным количеством указаний и улучшать их; анализировать данные и экономическую эффективность: преобразовывать анализ в чёткие сюжетные линии, основанные на данных, а также практические идеи и предложения; осуществлять проектный менеджмент: запускать крупные сложные проекты, которые повышают нашу способность лучше анализировать данные и делают Яндекс более эффективным; контролировать качество выполнения задач группы: управлять группой из двух аналитиков, делать обзор работы и анализа, подготовленного младшими членами команды; быть наставником: как старший специалист наставлять других членов команды в области моделирования, анализа и финансов.","Мы ждем, что вы: имеете высшее экономическое, математическое или техническое образование; работали в области аналитики, планирования или построения отчётности; имеете опыт постановки или редизайна бизнес-процессов, их описания и регламентации; уверенный пользователь SQL (любой диалект), работали с базами данных; уверенный пользователь MS Excel; знаете статистику, теорию вероятностей и эконометрику; системно и аналитически мыслите; умеете взаимодействовать со смежниками и работать в команде; внимательны к деталям, нацелены на результат, готовы за него отвечать.",Yandex,
234,Разработчик на С++ в колл-центр Справочника,9314,http://yandex.ru/jobs/vacancies/разработчик-на-с-в-колл-центр-справочника-9314,"Справочник организаций — один из важнейших компонентов геосервисов и Поиска. Каждый день миллионы пользователей с помощью сервисов Яндекса решают, куда пойти, где получить услугу, как добраться до места назначения. Наша задача — предоставить сервисам максимально полные и точные данные об организациях. Ежедневно нам поступают сотни тысяч сигналов об изменениях в окружающем мире: люди оставляют фидбэк, операторы колл-центра актуализируют данные о наиболее важных компаниях, поступает поток информации из интернета, от партнёров и владельцев организаций. Мы решаем разнообразные задачи интеллектуального сбора, обработки, анализа, верификации огромного объёма противоречивых данных, ищем пути масштабирования и повышения эффективности производства. Пишем на C++ 20 (с некоторыми ограничениями) и на Python 3. 10. Используем модель данных на базе protobuf-сообщений. Данные храним в PostgreSQL и в таблицах в нашем внутреннем MapReduce-кластере. Разрабатываем бэкенд для работы с данными на внутреннем фреймворке на C++. Много внимания уделяем качеству кода и покрытию тестами. Пишем юнит-тесты и интеграционные тесты (pytest, gtest). Сами строим метрики качества сервисов и анализируем накопленные данные.","Что нужно делать: писать код на С++ и Python, проводить ревью чужого кода; участвовать в полном цикле разработки: прототипировании, интеграции в сервисы, разработке и анализе метрик качества; создавать алгоритмы унификации и матчинга разнородных данных; разрабатывать решения для повышения эффективности и бесперебойности работы производства; извлекать и анализировать информацию из распределённой базы данных; совместно с коллегами проектировать высоконагруженные отказоустойчивые системы и пайплайны поставки данных для них.","Мы ждем, что вы: пишете на C++ и Python; готовы изучать новые технологии и сразу же применять их на практике; знаете классические алгоритмы и структуры данных, принципы функционирования распределённых систем.",Yandex,
235,Разработчик на Go,8905,http://yandex.ru/jobs/vacancies/разработчик-на-go-8905,"Главная страница Яндекса — это точка входа в интернет для многих русскоязычных пользователей, ежедневно её посещают больше 30 млн человек. Чтобы наш бэкенд выдерживал высокие требования к надёжности и нагрузки более 20 тысяч RPS, мы развернули мощную инфраструктуру из нескольких дата-центров и тысяч хостов. 20 лет мы развивали главную страницу на Perl, но два года назад решили перейти на Go. Сначала разделили монолит на два компонента — платформу и продуктовую часть. Платформа — это часть бэкенда, которая работает с запросом от пользователя: определяет основные компоненты и строит профиль. На основе этих данных мы выстраиваем продуктовую логику. Ищем старшего разработчика, который поможет нам развивать платформу.",Что нужно делать: развивать новую микросервисную инфраструктуру главной страницы Яндекса; переносить компоненты старого движка (Perl ) на новый (Go); обеспечивать надёжность и скорость работы бэкенда и инфраструктуры; создавать и поддерживать инструменты разработки.,"Мы ждем, что вы: пишете качественный код на Go; строили веб-сервисы, которые выдерживают нагрузки в десятки тысяч RPS; умеете создавать инфраструктуру для высоконагруженных сервисов.",Yandex,
236,Разработчик frontend / android в Алису,8875,http://yandex.ru/jobs/vacancies/разработчик-frontendandroid-в-алису-8875,"В Алисе мы делаем умные устройства и воплощаем в жизнь идею универсального ассиcтента. Он персонален, но бережно хранит всю информацию, которой пользователь поделился с ним. В нём сосредоточены все знания мира, но выдаёт он только то, что нужно пользователю в данный момент, с учётом запроса, истории и контекста. Общение происходит в естественном интерфейсе: ассистент подстраивается под человека, а не наоборот. Наша команда делает как сами умные устройства, так и Алису, которая живёт в устройствах. Это позволяет Алисе учитывать контекст текущей поверхности и предоставлять пользователю новые возможности, когда у ассистента появляются новые органы чувств. Мы ждём людей, которые будут развивать Алису для следующих поколений умных устройств.",Что нужно делать: разрабатывать фронтенд приложений; разрабатывать интерфейсы умных устройств.,"Мы ждем, что вы: отлично знаете TypeScript / Node. js или Android / Kotlin; имеете развитое алгоритмическое мышление.",Yandex,
237,Аналитик упоминаний в соцсетях,6807,http://yandex.ru/jobs/vacancies/аналитик-упоминаний-в-соцсетях-6807,"В социальных сетях, на форумах и в личных блогах пользователи регулярно обмениваются мнениями об использовании сервисов Яндекса. Мы ищем человека, который сможет собирать и анализировать такие упоминания и создавать по ним отчеты. Ждем грамотных кандидатов, которые разбираются в работе соцсетей.","Что нужно делать: работать с системами мониторинга упоминаний в соцсетях и СМИ; писать поисковые запросы и фильтровать упоминания по различным критериям в зависимости от задачи; размечать и анализировать найденные сообщения; создавать на их основе отчеты (презентации, таблицы, графики).","Мы ждем, что вы: грамотно пишете по-русски; разбираетесь в работе социальных сетей; работали с MS Excel и PowerPoint; умеете обрабатывать большие объемы данных; ответственны, пунктуальны и аккуратны.",Yandex,
