,title,internal_id,url,description,responsibilities,qualifications,company,publish_date
123,Асессор в Яндекс Маркет,8326,http://yandex.ru/jobs/vacancies/асессор-в-яндекс-маркет-8326,"Яндекс Маркет — один из лидеров на рынке электронной коммерции в России. Ежедневно десятки тысяч магазинов размещают на Маркете сотни миллионов предложений, а специалисты нашей службы контроля качества проверяют публикуемую информацию. Мы ищем сотрудника, который поможет сделать наш сервис ещё лучше.","Что нужно делать:
 собирать и анализировать материалы, представленные магазином;
 совершать контрольные заказы, чтобы проверить, соответствует ли содержание представленных материалов установленным требованиям.","Мы ждем, что вы:
 получили не ниже среднего профессионального образования;
 опытный пользователь ПК;
 имеете постоянный доступ в интернет;
 ответственны, внимательны, исполнительны.",Yandex,
124,Продуктовый B2B-маркетолог в Маркет,7985,http://yandex.ru/jobs/vacancies/продуктовый-b2b-маркетолог-в-маркет-7985,"На Яндекс Маркете можно купить десятки миллионов товаров: от смартфона новой модели до детского конструктора. В роли продавцов выступают десятки тысяч магазинов-партнёров, которые уже подключились к Маркету. Мы ищем B2B-маркетолога, который будет выстраивать систему коммуникации с партнёрами, помогать им сориентироваться в многообразии услуг, которые мы можем предоставить.","Что нужно делать:
 формулировать ключевые сообщения для разных каналов, оценивать риски и отвечать за качество выпускаемых материалов;
 создавать план продвижения коммерческих продуктов: анализировать потребности и возможности рынка, сегментировать пользователей, определять ценностное предложение, создавать канальную стратегию и т. п.;
 выбирать каналы маркетинга, формировать для них целевые показатели эффективности, управлять каналами;
 сотрудничать с продающими подразделениями компании и командами продуктов;
 анализировать рынок и конкурентные предложения.","Мы ждем, что вы:
 создавали и реализовывали маркетинговые стратегии B2B-продуктов;
 понимаете, как строится бренд-позиционирование;
 работали с контентными проектами;
 знаете, как устроена сфера электронной коммерции: основные процессы, бизнес-стратегии;
 знаете основы веб-аналитики;
 умеете структурировать информацию;
 умеете настраивать процессы и организовывать работу проектной команды.",Yandex,
125,Специалист группы письменной поддержки модерации Директа,7194,http://yandex.ru/jobs/vacancies/специалист-группы-письменной-поддержки-модерации-директа-7194,"Яндексу важно, чтобы на любой вопрос о коммерческом сервисе клиенты получили компетентный и грамотный ответ. За это отвечает служба поддержки. Мы ищем в нее сотрудника, который будет помогать клиентам.","Что нужно делать:
 обрабатывать обращения в чатах и письма пользователей Яндекс Директа о модерации рекламных кампаний;
 взаимодействовать с другими отделами для решения задач;
 передавать информацию о проблемах в соответствующие отделы.","Мы ждем, что вы:
 готовы постоянно учиться;
 грамотно пишете;
 способны интенсивно вести переписку;
 внимательны к деталям, настойчиво достигаете целей;
 способны принимать решения самостоятельно;
 умеете работать с большими объемами данных;
 логически мыслите, умеете анализировать данные;
 готовы брать на себя ответственность за результат.",Yandex,
126,Разработчик инфраструктуры антифрода на С++,4407,http://yandex.ru/jobs/vacancies/разработчик-инфраструктуры-антифрода-на-с-4407,"Мошенники нередко атакуют сервисы Яндекса: они отправляют спам, накручивают лайки, показы, клики, оставляют ложные отзывы и комментарии. Мы разрабатываем технические решения, чтобы оперативно выявлять эти действия и противостоять им.
 Большинство инфраструктурных компонентов построено на общих технических платформах нашей разработки. Эти платформы позволяют строить пайплайны обработки данных произвольной конфигурации и сложности и легко масштабировать их с ростом нагрузки.
 Присоединяйтесь к нашей команде, чтобы вместе разрабатывать новую функциональность и продуктовую логику, оптимизировать технические решения и улучшать общую инфраструктуру.","Что нужно делать:
 создавать новые и улучшать работающие компоненты инфраструктуры антифрода;
 развивать общие технические платформы;
 писать код для систем, требующих высокой надёжности, быстродействия и отказоустойчивости.","Мы ждем, что вы:
 уверенно владеете C++ или разрабатывали на аналогичных языках и способны быстро переучиться;
 умеете тестировать свой код и разбираться в чужом;
 понимаете принципы работы распределённых высоконагруженных сервисов;
 готовы погружаться в новые технологии;
 готовы отвечать за отдельные направления и коммуницировать с коллегами из смежных команд.",Yandex,
127,Разработчик управляющей компоненты единого хранилища данных,3861,http://yandex.ru/jobs/vacancies/разработчик-управляющей-компоненты-единого-хранилища-данных-3861,"Сервисы Яндекса (Диск, Почта, Видео, Карты, Yandex Object Storage, Маркет, Авто.ру и многие-многие другие) хранят эксабайты данных и делают сотни тысяч запросов в секунду, создавая терабиты трафика. Эти сервисы не могут жить без единого хранилища данных (MDS), которое решает все проблемы, связанные с надежным хранением и раздачей пользовательских данных. Наших клиентов становится все больше, и они непрерывно растут. Поэтому перед MDS постоянно возникают новые вызовы, связанные с расширением функциональности, масштабируемостью, надежностью, оптимальностью и автономностью.
 Мы ищем разработчика, который поможет нам отвечать на эти вызовы. В наших масштабах появляются уникальные технические и математические задачи. Подобных систем в мире — единицы. Приходите к нам, если хотите быть на острие технического прогресса.","Что нужно делать:
 развивать систему оркестрации и управления распределенной системой хранения данных;
 развивать API хранилища;
 масштабировать stateful-сервис на сотни тысяч хостов;
 улучшать распределение нагрузки по дискам, хостам и сети;
 обеспечивать минимальное время ответа, отказоустойчивость и доставку данных пользователям.","Мы ждем, что вы:
 отлично знаете Python, Go или C++;
 умеете обосновывать предлагаемые решения и обсуждать детали их реализации;
 разрабатывали сетевые, многопоточные и асинхронные приложения;
 готовы брать на себя ответственность и предлагать идеи;
 критически мыслите и умеете задавать правильные вопросы.",Yandex,
128,Разработчик в Единое хранилище данных,1337,http://yandex.ru/jobs/vacancies/разработчик-в-единое-хранилище-данных-1337,"Яндекс – это огромное количество информации, сетевого трафика и различных паттернов работы с данными.
 Один из фундаментальных инфраструктурных сервисов — Единое хранилище данных (MDS).
 На основе этого решения строятся все сервисы Яндекса, которым необходимо хранить самые разные данные:
 
 Диск,
 Почта,
 Видео,
 Карты,
 Yandex.Cloud Object Storage,
 Маркет/Auto.ru
 и многие-многие другие.
 
 Мы ищем разработчика в команду Единого хранилища Яндекса. У вас будет возможность развивать общее хранилище данных, регулярно решая задачи, связанные с надежностью и масштабированием всей системы в целом. Вы будете работать над системой, обрабатывающей сотни тысяч запросов в секунду и хранящей эксабайты данных и распределяющей сотни гигабит трафика между разными дата-центрами.","Что нужно делать:
 заниматься развитием сервиса оркестрации и управления системой хранения данных;
 обеспечивать минимальное время ответа, отказоустойчивость и доставку данных конечным пользователям;
 развивать API Хранилища и обеспечивать удобные процедуры миграции на наш сервис;
 создавать и поддерживать сложнейшие схемы репликации и оптимального хранения данных;
 масштабировать stateful сервис на 100k хостов.","Мы ждем, что вы:
 отлично знаете Go/С++;
 имеете хорошие коммуникативные навыки (умеете обосновать предлагаемое решение и обсудить детали реализации);
 имеете опыт разработки сетевых, многопоточных и асинхронных приложений;
 ответственны и аккуратны.",Yandex,
129,Руководитель группы экспертной поддержки клиентов в Директ,9349,http://yandex.ru/jobs/vacancies/руководитель-группы-экспертной-поддержки-клиентов-в-директ-9349,"Яндекс Директ — это самая распространённая в России платформа контекстной рекламы. Каждый день ей пользуются сотни тысяч рекламодателей. Рекламодатели и агентства работают в нашем интерфейсе: создают рекламные кампании, анализируют их эффективность с помощью статистики и метрики, заказывают медиапланы, считают прогноз бюджета.
 У нас насыщенная внутренняя жизнь, дружная команда, которая не любит стоять на месте и не боится сложных задач, и совершенно неформальная среда. Мы ищем энергичного и смелого человека с опытом руководства отделом и желанием создать сильную команду тёплых продаж.","Что нужно делать:
 выстраивать работу группы;
 достигать KPI команды по планам продаж и мероприятиям, ежедневно контролировать качество и объём выполняемой работы;
 заниматься административной работой: обучать и мотивировать сотрудников;
 взаимодействовать со смежными подразделениями в решении спорных вопросов или улучшении процессов.","Мы ждем, что вы:
 имеете опыт продаж по телефону и опыт управления продажами;
 понимаете потребности малого и среднего бизнеса и знаете, какой рекламный оффер решит его задачи;
 знаете, как сделать клиентов счастливыми от взаимодействия с компанией, и готовы инвестировать весь свой потенциал в развитие долгосрочных взаимоотношений с ними;
 управляли командой продаж более года, умеете руководить, ставить смелые цели и нести ответственность за их достижение;
 готовы за короткий срок освоить несколько сложных продуктов.",Yandex,
130,Разработчик на Java в финансовые системы,9348,http://yandex.ru/jobs/vacancies/разработчик-на-java-в-финансовые-системы-9348,"В Яндексе есть целый спектр финансовых систем: своя учётная система, биллинг и тарификатор, платёжный и банковские шлюзы. Одна из самых крупных систем — учётная. В ней много бизнес-процессов и функций, и мы стараемся реализовывать новый функционал в виде микросервисных приложений.
 У нас есть несколько больших направлений:
 
 монетизация сервисов — это то, как они зарабатывают деньги;
 финансовый учёт — как посчитать то, что заработали;
 закупки — как что-то купить на рынке или у конкретной компании.","Что нужно делать:
 разрабатывать приложения, которые автоматизируют бизнес-процессы указанных выше направлений;
 строить инфраструктуру для настройки учётной системы Яндекса;
 развивать сервисы с помощью технологического стека Java, PostgreSQL, YandexDeploy, YandexTable.","Мы ждем, что вы:
 программируете на Java в стеке Spring, Spring Boot, Security;
 имеете опыт fullstack-разработки;
 знаете SQL и работали с реляционными базами данных;
 можете использовать JS, CSS, HTML, Node.js, React и умеете собирать фронтальные проекты;
 работали с Docker и Linux;
 аккуратны и внимательны к деталям;
 умеете тестировать собственный код и пишете юнит-тесты;
 самостоятельны в проработке технических и архитектурных решений.",Yandex,
131,Разработчик интерфейсов в экосистему Браузера,9347,http://yandex.ru/jobs/vacancies/разработчик-интерфейсов-в-экосистему-браузера-9347,"Яндекс Браузер — второй по популярности в рунете браузер. Мы работаем над его экосистемой, в которую входят разные веб-инструменты: первоначальный онбординг («активация»), галерея фонов, конструктор корпоративного браузера, промостраницы фичей и другие сервисы. Используем внутренний монорепозиторий и CI/CD, React, Svelte, TypeScript, Webpack, Docker.
 Особенности нашей команды: 
 
 в силу специфики отдельных проектов нам проще экспериментировать: например, мы пробуем Svelte;
 архитектура, близкая к микросервисной;
 помимо «классического» фронтенда, мы занимаемся бэкендом: где-то это просто прототипирование, а где-то — полноценные продовые API.","Что нужно делать:
 создавать красивые и отзывчивые промостраницы фичей Браузера;
 развивать конструктор корпоративного браузера и другие сервисы.","Мы ждем, что вы:
 знаете React, TypeScript, JavaScript, HTML и CSS;
 занимались разработкой фронтенда несколько лет;
 готовы к бэкендовым задачам на Node.js.",Yandex,
132,Менеджер продукта в клиентский сервис Бизнеса,9346,http://yandex.ru/jobs/vacancies/менеджер-продукта-в-клиентский-сервис-бизнеса-9346,"Яндекс Бизнес — это каталог организаций, которые видны на Картах, в Такси, Навигаторе и многих других сервисах Яндекса.
 Кроме того, это сервис, который помогает владельцам бизнеса продвигать себя: накапливать отзывы, показывать актуальные фотографии, услуги и рекламные материалы, чтобы стать как можно более заметными и привлекательными для своего потенциального клиента. У нас есть большой колл-центр, который проверяет информацию, попадающую к нам из разных источников. К нам обращаются пользователи Карт, владельцы организаций, но кроме того, мы и сами инициируем связь с владельцами бизнеса, чтобы актуализировать информацию об их объектах на основе обратной связи, а также гипотез продукта. Поэтому мы ищем менеджера, который будет улучшать наш колл-центр и продукт, основываясь на анализе данных и своём опыте.","Что нужно делать:
 выстраивать взаимодействие с продуктовыми командами, давать обратную связь по текущим метрикам и доносить потребности пользователей до команд;
 оптимизировать процессы поддержки;
 воплощать в жизнь долгие проекты, ставить смежным командам задачи и контролировать их выполнение на основе метрик;
 управлять изменениями и внедрять новые инструменты в работу операторов колл-центра;
 улучшать качество поддержки продукта;
 анализировать большие объёмы данных, работать с существующими и создавать новые метрики.","Мы ждем, что вы:
 взаимодействовали с продуктовыми командами;
 знаете основы управления проектами;
 чётко и грамотно говорите и пишете;
 ответственны, требовательны и исполнительны;
 выполняете задачи в срок;
 умеете работать над несколькими разноплановыми задачами одновременно;
 самостоятельно принимаете решения;
 способны обучаться и самообучаться;
 аналитически мыслите, внимательны к деталям.",Yandex,
133,Тестировщик в Яндекс 360,9345,http://yandex.ru/jobs/vacancies/тестировщик-в-яндекс-360-9345,"Сервисы Яндекс 360 представлены на всех основных платформах и обладают богатой функциональностью, которую, конечно же, надо постоянно развивать.
 Мы ищем талантливого специалиста, который не боится трудностей и будет вместе с нами улучшать качество сервисов. В команде с крутыми разработчиками и опытными менеджерами мы работаем над продуктом с этапа технического задания.","Что нужно делать:
 заниматься функциональным и регрессионным тестированием сервисов Яндекс 360: Диска, Заметок, «админки» организации и других;
 взаимодействовать с разработчиками и менеджерами;
 писать автотесты (мы используем JavaScript и Hermione);
 улучшать процессы: релизы, ведение документации и многие другие.","Мы ждем, что вы:
 тестировали веб-приложения;
 имеете опыт работы со снифферами: Charles, Fiddler;
 работали с тестовой документацией: тест-кейсами, чеклистами;
 понимаете процессы разработки и тестирования;
 понимаете принципы работы клиент-серверных приложений.",Yandex,
134,Менеджер проектов в группу аутсорс-проектов Медиасервисов,9344,http://yandex.ru/jobs/vacancies/менеджер-проектов-в-группу-аутсорс-проектов-медиасервисов-9344,"К Медиасервисам Яндекса относятся Кинопоиск, Музыка, Афиша и Яндекс Плюс.
 Инфраструктурная группа Медиасервисов помогает внутренним заказчикам подбирать, распределять сотрудников по проектам и координировать работу наших партнёров. Мы контролируем финансы и документооборот, координируем логистику и закупки, планируем и строим процессы.
 Ищем активного менеджера проектов, который будет отвечать за работу сервиса с внешними командами.","Что нужно делать:
 помогать партнёрам подбирать специалистов и команды для проектов;
 совместно с внутренними службами контролировать документацию: договоры, техзадания, акты и т. д.;
 формулировать ценовую стратегию на основании политики компании и анализа данных;
 придумывать механизмы работы, улучшать и оптимизировать их, формулировать принципы и правила работы, политики и инструкции;
 собирать планы сервисов, формулировать и контролировать исполнение их бюджетов;
 закупать оборудование через систему закупок;
 взаимодействовать со службой безопасности и разбираться с правами доступа.","Мы ждем, что вы:
 работали менеджером проектов или аккаунта больше двух лет;
 знакомы с основными методологиями управления проектами и применяли их;
 ответственны, структурно мыслите, готовы работать в условиях многозадачности;
 знаете, как выглядит идеальный контракт на разработку или ТЗ;
 умеете пользоваться трекерами и мессенджерами, работать с таблицами и документами;
 способны прогнозировать бюджет и следить за его расходованием;
 отлично взаимодействуете с людьми;
 организовывали процессы, работу команд и сотрудников, в том числе распределённых.",Yandex,
135,Менеджер продукта WMS в Маркет,9343,http://yandex.ru/jobs/vacancies/менеджер-продукта-wms-в-маркет-9343,"Команда запуска логистического сервиса — специалисты высочайшего профессионального уровня в области внедрения самых современных логистических моделей, которые способны эффективно выстраивать проектную работу, ориентированную на результат. У команды единые кросс-функциональные показатели KPI. В команде есть группа change, куда входит техлид, продакт-менеджер и проджект-менеджер, и группа run — это руководители направлений складских операций и операционный руководитель. В группу change мы ищем менеджера продукта по оптимизации складских операций.","Что нужно делать:
 выстраивать эффективную коммуникацию с коллегами;
 умело контролировать информацию, структурировать её, обрабатывать и доводить в понятном виде до заинтересованных коллег;
 профессионально управлять рисками, чтобы запускать проекты в срок и с ожидаемым качеством;
 проявлять разумную инициативу с фокусом на повышение эффективности выполняемой работы, на оптимизацию процессов, снижение издержек и улучшение клиентского сервиса;
 планировать финансовую сторону проектов;
 формировать стратегию постоянного улучшения, повышения производительности и оптимизации затрат;
 внедрять новейшие и инновационные технологии обработки товара;
 непосредственно руководить реализацией новых проектов и продуктов для бизнеса и инициатив в области складской логистики.","Мы ждем, что вы:
 были лидером продуктов в складской логистике более трёх лет;
 пользуетесь MS Office, в частности Power Point, на продвинутом уровне;
 внедряли или изменяли процессы в WMS;
 составляли и проводили презентации;
 умеете работать в продуктовой команде.",Yandex,
136,Разработчик бэкенда в Поиск,9342,http://yandex.ru/jobs/vacancies/разработчик-бэкенда-в-поиск-9342,"Наша команда занимается поддержкой и развитием комплекса систем, которые отвечают за:
 
 обнаружение и фильтрацию нежелательного контента, такого как спам, мошенничество, сгенерированные сайты, порно;
 определитель номера и телефонный ассистент;
 подготовку и доставку факторов в базы поиска по сайтам, видео и картинкам;
 внутренние вьюеры и админки;
 обучение и применение моделей классификации сайтов и т. д.
 
 Мы напрямую влияем на production. Некоторые системы отрабатывают за пять минут и результат уже виден на выдаче, некоторые работают часами и переваривают миллиарды документов. Для некоторых систем есть строгий SLA, который зависит от внешних заказчиков и не может быть нарушен. А определитель номера вообще работает на клиентских устройствах.","Что нужно делать:
 поддерживать и развивать бэкенд-системы и вьюеры;
 переводить системы в nanny и на современный стек технологий;
 автоматизировать рутинные действия;
 добавлять тесты и мониторинги;
 помогать аналитикам;
 проектировать архитектуры систем.","Мы ждем, что вы:
 отлично знаете С++ и Python 3;
 разбираетесь в классических алгоритмах и структурах данных;
 умеете писать читаемый и поддерживаемый код с тестами и ревью;
 понимаете ключевые аспекты построения надёжных систем.",Yandex,
137,Старший менеджер по работе с партнёрами в Еду,9341,http://yandex.ru/jobs/vacancies/старший-менеджер-по-работе-с-партнёрами-в-еду-9341,"Яндекс Еда — крупнейший сервис со сложной технической начинкой, который решает любые вопросы пользователей, связанные с едой: от заказа продуктов из супермаркета до доставки блюд из ресторанов. Партнёрам мы помогаем развивать бизнес, а курьерам — зарабатывать. У нас очень много интересных задач, а цель одна — сделать лучший фудтех-продукт на рынке.
 Ищем старшего менеджера по работе с партнёрами. Вы будете взаимодействовать с нашим партнёром из QSR, который представлен в трёх странах. Мы стремимся, чтобы работа с Едой приносила ресторанам прибыль, поэтому ваша основная задача — помогать партнёру растить его бизнес.","Что нужно делать:
 работать с одним из крупных и значимых партнёров в Еде;
 растить бизнес партнёра, делать его прибыльным для обеих сторон;
 улучшать юнит-экономику;
 готовить и проводить презентации, оперативно поддерживать партнёра по всем вопросам;
 планировать процессы, ставить задачи и контролировать сроки исполнения;
 управлять и развивать двух КАЕ-специалистов.","Мы ждем, что вы:
 работали на релевантной позиции с крупными партнёрами;
 имеете опыт работы в e-commerce;
 руководите прямыми подчинёнными на текущей должности;
 умеете вести переговоры и взаимодействовать с людьми;
 эффективно выстраиваете рабочий процесс и справляетесь с многозадачностью;
 способны анализировать большие объёмы информации и делать выводы;
 быстро учитесь;
 владеете английским языком на уровне Intermediate или выше.",Yandex,
138,Менеджер по связям с общественностью в Яндекс Go,9340,http://yandex.ru/jobs/vacancies/менеджер-по-связям-с-общественностью-в-яндекс-go-9340,"Приложение Яндекс Go позволяет удобно и быстро вызвать такси, арендовать авто в каршеринге, заказать еду из ресторана или продукты из магазина, посмотреть расписание городского транспорта и его маршруты, отправить посылку и получить ещё много полезных и необходимых услуг.
 Команда Яндекс Go ищет менеджера по связям с общественностью.","Что нужно делать:
 участвовать в запусках продуктовых изменений, продумывать коммуникационные стратегии и искать новые каналы;
 находить и доказывать необходимость изменений, которые влияют на развитие сервиса;
 следить за актуальными трендами и повесткой и оперативно реагировать;
 оценивать эффективность кампаний и достижение целевых показателей;
 анализировать рынок;
 общаться с журналистами разных уровней: от федеральных деловых изданий до специализированных блогов.","Мы ждем, что вы:
 работали в области PR больше полутора лет;
 знаете профильных журналистов, умеете продюсировать и презентовать инфоповоды, хорошо и интересно пишете тексты, знаете медиаповестку;
 понимаете принципы работы с digital-инструментами;
 знаете, в чём отличие B2C от B2B и как рассказывать про продукты для бизнеса;
 имеете опыт в области антикризисных коммуникаций;
 умеете отслеживать и оценивать результат продвижения бренда не в количестве публикаций, а во влиянии на сервис;
 самостоятельны в операционной работе и выстраивании приоритетов;
 любите работать в большой команде и готовы к разнопрофильным задачам;
 готовы нести ответственность;
 имеете представление о рынке ridetech.",Yandex,
139,Разработчик интерфейсов в Самокаты,9339,http://yandex.ru/jobs/vacancies/разработчик-интерфейсов-в-самокаты-9339,"Мы развиваем Самокаты в Яндекс Go. Наша цель — создать безопасный сервис, который не просто станет развлечением, но и поможет сделать жизнь людей комфортнее.
 Мы разрабатываем интерфейсы инструментов управления такси и самокатами, которыми пользуются служба эффективности Такси, группы водительского найма и самокатов. Создаём сложные формы и интересные визуализации на картах, отображаем данные на графиках, строим дашборды, рисуем маршруты следования.","Что нужно делать:
 проектировать и разрабатывать интерфейс «админки» для мониторинга, службы поддержки, менеджеров;
 поддерживать и улучшать функциональность системы;
 разрабатывать интерфейсные компоненты (инфраструктуру и веб-интерфейсы);
 разрабатывать клиентскую логику на JS;
 визуализировать данные, заниматься дизайном и вёрсткой.","Мы ждем, что вы:
 работали с React, Redux, TypeScript;
 знаете Node.js и ES6;
 отлично владеете чистым JavaScript;
 хорошо знаете HTML/CSS;
 умеете работать с Git.",Yandex,
140,Data Partner в Такси,9338,http://yandex.ru/jobs/vacancies/data-partner-в-такси-9338,"Яндекс Такси — это стремительно растущий международный сервис, бурное развитие которого невозможно без принятия решений на основе данных. Служба разработки платформы управления данными (DMP) растет еще стремительней, чтобы обеспечить бизнес актуальными, полными и честными данными, снабдить прогнозами и аналитикой.
 Мы ищем партнёров по данным (Data Partner) — владельцев данных как продукта, которые будут работать с потребителями данных, слушать и слышать их проблемы, предлагать способы решения и аргументировать их, защищать интересы бизнес-заказчиков при использовании данных хранилища.","Что нужно делать:
 собирать и анализировать требования в части аналитических отчётов, дашбордов, механизмов и выгрузок;
 проверять новые требования к хранилищу на согласованность с уже существующими, находить противоречия, предлагать решения в спорных ситуациях;
 проектировать объекты хранилища и монтировать их в общую модель;
 проверять полученные витрины и отчёты на соответствие требованиям;
 описывать артефакты задачи в базе знаний: дополнять глоссарий, визуализировать сложные решения в виде схем и моделей;
 быть активным и бдительным: транслировать проработанные требования разработчикам, управлять ожиданиями заказчиков, видеть узкие места и риски на пути к достижению результата.","Мы ждем, что вы:
 участвовали в проектах развития хранилищ данных;
 умеете выявлять и декомпозировать требования бизнес-пользователей;
 внимательно ставите задачи разработчикам;
 понимаете схемы Data Vault, Anchor Modeling, «звезда», OLAP-кубы, их плюсы и минусы, паттерны использования;
 знакомы с теорией баз данных, знаете SQL как родной язык;
 общительны и дружелюбны.",Yandex,
