,title,internal_id,url,description,responsibilities,qualifications,location,company,publish_date
277,Клиентский менеджер СберПервый,4083223,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4083223,"Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране. СберПервый – это офис премиального обслуживания для состоятельных клиентов Сбера. Мы работаем с биржевыми инструментами, помогаем создавать инвестиционный портфель и используем готовые стратегии для формирования капитала клиентов. Наша команда ищет клиентского менеджера, который будет работать заниматься привлечением активов под управлением и сопровождением клиентской базы.","- привлекать новых клиентов и сопровождать действующую клиентской базы - вести портфель клиента, готовить для клиента предложения по оптимальному набору продуктов и услуг в зависимости от его профиля и жизненного цикла - продвигать базовые, инвестиционные и страховые продукты Сбера: депозиты, доверительное управление, ПИФы, страхование жизни / здоровья / имущества, продукты и услуги экосистемы Сбера и другие - осуществлять взаимодействие с подразделениями и партнерами Сбера для оказания всесторонней поддержки клиентов - взаимодействовать с финансовым экспертом с целью продвижения инвестиционных продуктов Сбера.","- специалист с высшим образованием в сфере финансов, экономики или бухгалтерии - имеешь навыки продаж, консультирования и ведения клиентов - знаешь модели, стандарты и технологии обслуживания и продаж банковских продуктов - уверенно пользуешься ПК, MS Office.","Город Ижевск, Удмуртская Республика",Sber,2022-07-29 06:30:48
278,Эксперт Oracle Application DBA,4077440,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4077440,"Oracle Application DBA в команду сопровождения интернет-банка для юридических лиц ( 2,7 млн активных клиентов до 100 тыс. онлайн в прайм-тайм, десятки терабайт данных. Более 90 продуктовых команд и многие, многие миллионы строчек Java кода).","Требуется эксперт по базам данных Oracle и PostgreSQL, с большим опытом работы со сложными автоматизированными системами, работающими в режиме 24 / 7 / 365, фанатик высокой доступности и оптимизации БД, с амбициями и тягой ко всему новому, сложному и очень, очень серьезно нагруженному. Если это про тебя – приходи, покажем, расскажем, научим и с удовольствием выслушаем!","- Сопровождение банковских автоматизированных систем в соответствии с SLA / TLA; - Поддержка в рабочем состоянии тестовых и промышленных БД Oracle и PostgreSQL; - Анализ производительности БД; - Подготовка плана и проведение работ, связанных с БД Oracle и PostreSQL: Обновление, оптимизация производительности и дискового пространства, миграция на новые сервера и СХД; - Поддержка команды DevOps при проведении различных технологических работ связанных с БД; - Выполнение расчета производительности, управление мощностями системы; - Общение с разработчиками, тестировщиками, бизнес – заказчиками; - Устранение инцидентов в промышленной среде; - Постановка нового функционала на мониторинг; - Взаимодействие со смежными ИТ подразделениями, а также разработчиками по вопросам администрирования, поддержки и в рамках работ по устранению инцидентов.","Город Нижний Новгород, Нижегородская Область",Sber,2022-07-29 06:03:27
279,DevOps инженер,4072757,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4072757,"Сбер сейчас это, крупнейшая цифровая экосистема. Технобренд, объединяющий лучшие мировые практики и современный стек. Сбер работает над созданием экосистемы удобных онлайн сервисов в самых разных сферах. Сейчас в нее входит более 50 компаний. Среди них- онлайн-кинотеатр Okko, сервис доставки еды Delivery Club и многие другие. О проекте: Сопровождение систем кибербезопасности банка. Это решения как на основе BigData -платформа кибербезопасности банка, на базе которой решается широкий спектр задач от задач аналитики до сервисов реагирования, так и решения по обучению клиентов-кабинет киберграмотности.","Тебе предстоит: заниматься поддержкой и развитием автоматизированных систем, направленных на реализацию стратегии банка в области кибербезопасности разрабатывать Ansible скрипты авторазвертывания многочисленных компонентов наших систем сопровождать и развивать процессы автоматизированного конфигурирования и развертывания на тестовые и промышленные среды осуществлять оценку архитектурных решений участвовать в выборе решений, реализующих требуемый функционал осуществлять риск и capacity-менеджмент проводить работу с дефектами и инцидентами осуществлять поиск узких мест в работе системы и решать задач по повышению надежности развивать мониторинг системы.","Мы ждем от тебя: навыки администрирования серверов на базе ОС RHEL 7. Х опыт работы с Ansible, Git, Jenkins знание систем мониторинга Zabbix, стека ELK, Graphana навыки администрирования СУБД PostgreSQL / Oracle / SQL Server, знание языка SQL понимание процессов ITSM огромное желание изучать новые уникальные инструменты и технологии. Будет плюсом если, не первый раз слышите такие слова: Kafka, Flink, WildFly, NginX, Ignite, Docker, OpenShift.","Город Екатеринбург, Свердловская Область",Sber,2022-07-29 06:09:27
280,Менеджер по продаже зарплатных проектов,4082648,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4082648,Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.,формирование планов мероприятий по привлечению юридических лиц на зарплатные проекты организация продаж зарплатных проектов и розничных продуктов осуществление постпродажного обслуживания и сопровождения предприятий координация работы по активации ранее заключенных зарплатных договоров взаимодействие со смежными подразделениями банка формирование отчетности и подготовка аналитических материалов реализация мотивационных программ.,высшее образование готовность к разъездному характеру работы опыт активных продаж от 1 года умение работать в условиях многозадачности знание методики прямых опыт проведения презентаций и работы с возражениями наличие автомобиля.,"Город Ханты-Мансийск, Ханты-Мансийский Автономный округ - Югра Автономный округ",Sber,2022-07-29 07:35:01
281,Комьюнити менеджер,4089714,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4089714,"Сбер стремительно развивается и прирастает все новыми и новыми продуктами. Мы работаем с профессиональными IT-сообществами экосистемы Сбер для создания более эффективных горизонтальных коммуникаций и переиспользования лучших практик в каждом наборе компетенций. Сейчас мы ищем комьюнити менеджера, который поможет вверенному ему сообществу определить цели, разработать стратегию развития и выстроить работу по достижению этих целей. Обязанности: Разработать стратегию развития сообщества совместно с лидером данного сообщества; Формировать профильные каналы коммуникации в сообществе; Вести учет членов сообщества, их активности и вовлекать их в эти активности; Планировать и организовывать внутренние мероприятия сообщества; Сопровождать участие сообщества во внешних мероприятиях; Организовать работу сообществ для создания и поддержания работы инструментов сообщества, приносящих пользу как организации, так и участникам сообщества: онбординг, менторство, базы знаний, выявление и решение системных болей участников сообщества.","Разработать стратегию развития сообщества совместно с лидером данного сообщества; Формировать профильные каналы коммуникации в сообществе; Вести учет членов сообщества, их активности и вовлекать их в эти активности; Планировать и организовывать внутренние мероприятия сообщества; Сопровождать участие сообщества во внешних мероприятиях; Организовать работу сообществ для создания и поддержания работы инструментов сообщества, приносящих пользу как организации, так и участникам сообщества: онбординг, менторство, базы знаний, выявление и решение системных болей участников сообщества.","Высшее образование; Опыт работы проектным менеджером от 1 года; Опыт работы с внутренними сообществами, знание community canvas; Высокие коммуникативные навыки (питчинг, деловая переписка, мемология); Хорошие организаторские способности; Умение планировать и анализировать результаты на основе данных.",Город Москва,Sber,2022-07-28 09:20:29
282,QA automation Engineer (Java) СберТех,4090764,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4090764,"Приглашаем в команду QA инженера / автоматизированное тестирование (Solution). Мы – SberTech, разрабатываем IT-продукты для крупнейшей экосистемы России - Сбер. Ключевой продукт SberTech – новая технологическая платформа, которая обеспечивает высокий уровень цифровизации, аналитику данных, скорость принятия решений и вывода продуктов на рынок. Наша команда занимается тестированием, а также разработкой инструментов для тестирования Платформенных сервисов. И наша основная задача – создать процесс выпуска продукта так, чтобы удовлетворить потребность всех наших команд в независимом развитии своих продуктов. Требование обеспечения качества выпускаемого продукта является одной из основных задач для команды и каждого инженера в отдельности. Перед нами стоит сложная и амбициозная задача - переход на новый процесс выпуска продуктов платформы с использование технологии Solution.","Разработка автоматизированных тестов (REST-API, UI) Участие в разработке framework автоматизированного тестирования Развитие архитектуры автотестов и тестового инструментария Внедрение автотестов в инфраструктуру Регулярный запуск автотестов Локализация проблем и их документирование","Требования: Высшее техническое образование Уверенные знания Java Core и ООП. Опыт автоматизации тестирования UI (Selenium WebDriver). Опыт автоматизации тестирования REST-API. Уверенные знания архитектуры REST, протокола HTTP. Базовые знания SQL. Опыт работы с системами непрерывной интеграции (Jenkins, TeamCity и т. п. ). Опыт работы с системами контроля версий (Git или SVN). Опыт работы в системах управления тестированием (HP ALM, Jira и т. п. ) Ожидаем, что вы: Работали в командной строке linux-подобных операционных систем Знаете и имеете опыт практического применения шаблонов проектирования Знаете основные практики тест-дизайна Имеете опыт автоматизации REST API приложений с микросервисной архитектурой Работали в Agile-команде",Город Санкт-Петербург,Sber,2022-07-29 17:40:28
283,Junior DevOps-инженер,4079386,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4079386,"Наши продукты разрабатываются в интересах управления внутрибанковской безопасности. Мы создаем автоматизированные технические решения, направленные на выявление и предотвращение событий, связанных с девиантным поведением, мошенническими действиями, утечкой данных со стороны сотрудников Банка. Работаем по Agile; SCRUM-методологии: спринты, стенд-апы, частые релизы, плотная работа с бизнесовой командой. Работа над продуктом включает в себя полный цикл разработки и внедрения ПО: от аналитики и проверки гипотез до написания промышленного кода и сопровождения внедренного функционала.","- коммуникация с командами разработки прикладных сервисов на Java; - коммуникация с командами сопровождения инфраструктуры; - разработка скриптов автоматизации сборки, тестирования и развертывания прикладного ПО (использование Docker, bash, ansible, Jenkins); - конфигурация северов и серверных приложений (RHEL, Postgres, Elastic Search, Java, OpenShift и др. ).","Вы можете продемонстрировать уверенные знания среди следующих технологий: - Сети TCP / IP (DNS, DHCP, TLD, ARP, HTTP и т. д. ); - Linux; - Виртуализация (например, Virtual Box или VMWare); - Контейнеризация (например, Docker); - Реляционные СУБД (например, Postgres); - Kubernetes / OpenShift; - Ansible. У вас хорошо получается использовать следующие инструменты: - Bash; - SQL; - Git; - SSH.",Город Москва,Sber,2022-07-29 15:16:56
284,Специалист в отдел экономической безопасности,4085254,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4085254,в отдел экономической безопасности приглашаем в команду сотрудника с активной жизненной позицией и готовностью обучаться,"Формирование и передача заявлений в правоохранительные органы, подготовка материалов, заявлений, Сопровождение заведенного дела до его фактического исполнения, решение вопросов касающихся возникновения задолженностей организаций перед банком.","Профессиональные: Высшее образование, знание уголовного и уголовно-процессуального кодексов РФ, уголовного производства. Личностные: проактивная жизненная позиция, пытливый ум, стрессоустойчивость, уверенный пользователь компьютера.","Город Ижевск, Удмуртская Республика",Sber,2022-07-29 10:01:25
285,Исполнительный директор по цифровой трансформации,4036611,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4036611,,организация работы команды по цифровой трансформации клиентов Банка; управление портфелем проектов Банка; координация с портфелем проектов по цифровой трансформации банка.,"опыт работы на руководящих позициях в системных интеграторах / консалтинге с клиентами Крупного или Крупнейшего бизнеса с высоким уровнем цифровой зрелости; знание новых бизнес-моделей цифровых компаний (core business transformation; CapEx vs OpEx, модели SaaS, PaaS, IaaS, BaaS) - желательно; понимание роли данных в цифровой трансформации и концепции работы с данными на предприятии; умение принимать решения на основе данных; знание инструментов работы с внутренними и внешними цифровыми проектами: инкубация, акселерация, тестирование и масштабирование.","Город Нижний Новгород, Нижегородская Область",Sber,2022-07-29 08:42:35
286,Data Analyst,4074305,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4074305,"Мы ищем специалиста по работе с данными в Корпоративный блок Сбера для аналитической поддержки лидеров бизнес-подразделений и топ-менеджмента. Нужно искать инсайты в данных и выстраивать систему показателей, чтобы ответить на вопросы: в чем сильные и слабые стороны конкурентов; что происходит с компаниями и как это сказывается на бизнесе Сбера; насколько хорошо мы удовлетворяем потребности клиентов; и другие, предполагающие интересную аналитическую работу. Что мы делаем: Помогаем росту бизнеса через анализ корпоративной клиентской базы Сбера и конкурентов; Выстраиваем системные аналитические решения.",Функциональные обязанности: Проводить анализ корпоративных клиентов в Сбере и на рынке в целом; Находить слабые места и вырабатывать рекомендации; Визуализировать результаты анализа и переводить на бизнес-язык; Предлагать направления дальнейшего исследования; Быть центром компетенций по используемым данным; Развивать систему показателей для мониторинга.,"Навыки и опыт работы: Опыт работы аналитиком в крупном банке / аналогичной компании; Понимание работы банковского бизнеса; Уверенное знание SQL (уровень выше среднего); Опыт работы с Power BI; Умение систематизировать данные и понятно описывать полученную в ходе исследований информацию. Перевод бизнес-постановки задачи от заказчика в соответствующий SQL-код, анализ требуемых источников, проверка качества результата. Навыки презентации результатов анализа бизнес-заказчику. Как преимущество: Хорошее знание математической статистики и теории вероятностей; Опыт работы с GreenPlum, Hadoop; Знание ml-стека на python: numpy, pandas, sklearn; Знание Spark, PySpark, использование UDF, Hive, Scala; Знание бизнес-метрик, финансовой и управленческой отчетности банков.",Город Москва,Sber,2022-08-01 06:10:08
287,Главный инженер сектора организации сервисной поддержки,4088170,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4088170,,осуществляет работу с обращениями внутренних клиентов принимает решения по отклонениям и аварийным ситуациям на объектах организует и контролирует работу с подрядчиками по направлению / на объектах планирует объемы работ / услуг по объектам / направлениям (электроснабжение) контролирует расход бюджета по направлению проводит необходимые мероприятия по улучшению процессов по направлению готовит предложения по оптимизации расходов на объектах / по направлению готовит материалы и предложения для изменения ВНД по направлению обеспечивает наличие необходимой документации по направлению осуществляет сбор и первичный анализ данных по направлению,"профильное образование по электроэнергетике / электротехнике опыт работы по направлению электроэнергетике от 3х лет IV группа по электробезопасности знание нормативной документации в области эксплуатации инженерных систем жизнеобеспечения объектов знание принципов работы инженерных систем и оборудования знание международного и российского опыта по направлению деятельности уверенные практические навыки и опыт работы по эксплуатации инженерных систем навыки переговорной работы знание лучших практик в области деятельности навыки работы с ПО Excel, Word навыки организации ремонтных работ, планирования потребностей ТМЦ и расходных материалов навыки договорной работы навыки организационной работы навыки общения с надзорными органами и органами власти","Город Томск, Томская Область",Sber,2022-07-18 10:08:54
288,Специалист по работе с внутренними клиентами (сотрудниками компании),4080009,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4080009,Работа в крупном внутреннем проекте СберДруг по развитию и сопровождению сервисов для сотрудников Банка.,Чем предстоит заниматься: - приём входящих звонков от внутренних клиентов Банка; - консультирование внутренних клиентов (сотрудников Банка) по вопросам работы банковских автоматизированных систем; - регистрация обращений в CRM-системе; - обработка offline обращений.,"Вы нам подходите если у Вас: - высшее / неполное высшее образование; - опыт работы в сфере обслуживания клиентов от 1 года; - грамотная устная и письменная речь, четкая дикция; - уверенный пользователь ПК (в том числе MS Office, в том числе MS Excel); - развитые коммуникативные навыки, доброжелательность, стрессоустойчивость, готовность работать с возражениями; - умеете находить решение в нестандартных ситуациях.","Город Нижний Новгород, Нижегородская Область",Sber,2022-08-01 07:43:48
289,Старший кредитный аналитик малого бизнеса,4090568,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4090568,,"- осуществлять анализ операций и сделок согласно процедурам; - анализировать кредитное качество контрагента / клиента; - собирать и классифицировать данные по указанию руководства; - определять дополнительные условия сделки, включая обеспечение; - анализировать документацию о сделке и клиенте, проверять ее на соответствие стандартам, может участвовать в ее подготовке; - взаимодействовать со смежными подразделениями в рамках совместных сделок; - поддерживать актуальность информации о клиентах во внутренних системах Банка; - готовить и предоставлять отчеты и заключения по типовым формам; - участвовать в подготовке технической части презентаций и других материалов; - взаимодействовать с внешними клиентами, аудиторами по вопросам предоставления информации, документов в своей области;",- высшее образование (Финансы / банки или Экономика / бухгалтерия); - опыт работы (минимальный) 4 года; - опыт работы (функциональный) 3-5 лет;,"Город Краснодар, Краснодарский Край",Sber,2022-07-30 15:49:34
290,Технический писатель,4088744,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4088744,,Обязанности: - разработка эксплуатационной документации в соответствии с версиями ПО - поддержка документации в актуальном состоянии - описание изменений при внедрении новых версии ПО.,Требования: - Windows - MS Word - MS Excel - Atlassian Jira - Atlassian Confluence.,Город Москва,Sber,2022-07-30 23:03:49
291,Эксперт по кибербезопасности,4090775,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4090775,"Приглашаем опытного специалиста по кибербезопасности принять участие в разработке крупного и интересного продукта enterprise-уровня в области HR. Используем новейшие технологи: микросервисы, cloud-ready, кибербезопасность, SaaS и high load. Нам предстоит много интересной и сложной работы, результатами которой будут пользоваться сотни тысяч человек.","Вам предстоит: Выполнять работы по тестированию, развитию и эксплуатации различных средств и методов защиты информации: NGFW, PAM, DLP, WAF, LogAnalyser, сканеры уязвимостей, средств контейнеризации (k8s); Выполнять операционные задачи по аналитике киберугроз, анализу уязвимостей, поиску киберугроз в инфраструктуре защищаемого приложения, тестированию Use Cases; Выполнять сбор и анализ источников информации об угрозах, уязвимостях и индикаторах компрометации, помогать командам продукта прорабатывать решения, направленные на закрытие выявленных вами уязвимостей; Реализовывать функции процесса реагирования на основе аналитики; Выполнять оперативные задачи по прямым поручениям непосредственного руководства в рамках своего направления деятельности.","Понимание принципов работы операционных систем, компьютерных сетей, баз данных, механизмов аутентификации и авторизации, механизмов взаимодействия различных ИТ-компонент, микросервисных и облачных решений, механизмов контейнеризации и виртуализации; Понимание методов и способов обеспечения защиты мобильных приложений, антивирусной безопасности, защиты данных, стека протоколов TCP / IP, сетевых технологий, операционных систем семейства Linux и средств контейнеризации (k8s); Понимание смысла и возможностей OSINT, KillChain, MITRE ATT&CK (основные TTP), Pyramid of Pain (IOC, UseCases) и баз данных уязвимостей; Знакомство с методами анализа угроз (атак, уязвимостей), знание информационных ресурсов в сети Интернет, помогающих проводить анализ; Понимание ландшафта киберугроз организации: особенности использования облачной инфраструктуры (общие и специфичные для отрасли АС) и внешней среды (злоумышленники, используемые инструменты и техники, а также характерные сетевые атаки); Базовые знания программирования на уровне чтения и понимания кода минимум одного из языков: Java, python, js; Желательно наличие профильных сертификатов: Security+ от CompTIA, Certified Cloud Security Engineer (CCSE) от EC-Council, Certified Cloud Security Professional (CCSP) от ISC2, Cloud Security Essentials (GCLD) от GIAC или аналогичных как альтернатива профильности образования.",Город Москва,Sber,2022-08-01 12:41:19
292,Главный специалист отдела недвижимости и развития инфраструктуры,4082079,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4082079,,"Обязанности: организация работы группы специалистов развития инфраструктуры выполнение функций заказчика и технического надзора оценка технического состояния помещения по объектам (с выездом на объект), подготовка ТЗ и заключение договора на проектирование и / или производство работ формирование задания подрядным организациям на выполнение проектных, строительно-монтажных работ контроль работ по подготовке проектной и рабочей документации подрядной организацией (контроль выполнения работ на объектах Банка) контроль соответствия разработанной проектной документации, смет техническим регламентам, стандартам, нормам и правилам решение технических вопросов, возникающих у подрядных организаций в процессе разработки документации, проведении работ подготовка закупочной документации подготовка и сопровождение договоров подряда, в т. ч. в программных системах банка подготовка отчетов (еженедельных, квартальных, годовых) по результатам работы направления, работа с запросами подготовка предложений по формированию плана капитальных ремонтов и реконструкции на предстоящий год, в части объектов, сроков и бюджетирования.","Требования: высшее образование в сфере строительства; опыт работы в сфере строительства; умение работать с проектно-сметной и исполнительной документацией; опыт в разработке и сопровождении документации по реконструкции и капитальному ремонту объектов; знание принципов подбора объектов недвижимости и технических требований к ним; знание законодательства РФ в градостроительной сфере и закупочной деятельности; знание методов планирования, правил бухгалтерского учета и отчетности, основ налогообложения; знание основ экономики и управления в строительстве; свободное владение программными продуктами (профессиональный пользователь): Excel, PowerPoint, Word, Outlook, знание AutoCAD и ArchiCAD; навыки в организации взаимодействия и построения системы взаимоотношений с внутренними и внешними подразделениями / компаниями; знание и практические навыки в управлении сетевыми строительными проектами; высокий уровень ответственности, стрессоустойчивость, высокая самоотдача рабочему процессу","Город Вологда, Вологодская Область",Sber,2022-08-01 11:02:24
293,Ведущий инженер по тестированию (Smart Office),4086581,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4086581,"Команда Smart Office разрабатывает продукт, пользователями которого являются Президент Банка, Вице-президенты и высшее руководство банка. Продукт представляет собой фронт (МП IOS, веб и бэк-енд составляющие). Уникальность продукта: Возможность online доступа к необходимой оперативно обновляемой информации по протокольным встречам и рабочему графику, базе контактов-партнеров c биографиями, материалам, заметкам, поручениям и блоку новостей. Digital сопровождение руководителей","Поддержка разработанных тестовых сценариев, подходов к ручному тестированию Анализ тестовой модели и уровня покрытия функционала тестами Написание новых тестовых сценариев Разработка тест-кейсов и проведение комплексного функционального тестирования (интеграционно-функциональное тестирование) Дополнительное ручное тестирование при необходимости на разных этапах производственного процесса Заведение необходимых сущностей в Jira с соответствии с правилами Подготовка и настройка сред и полигонов тестирования, подготовка тестовых данных для проведения тестирования на разных этапах производственного процесса Проведение DEMO разработанного функционала для команды по окончанию спринта Кросс-функциональное взаимодействие с другими обеспечивающими подразделениями (безопасность, архитектура) Участие в аналитике багов и взаимодействие с разработчиками Развертывание ПО тестирования на рабочем месте тестировщика Формирование отчетов и чек-листов","Опыт интеграционно-функционального тестирования (ручного) Опыт написание тестовых сценариев (тест кейсов / тест циклов) Хорошие навыки работы с Jira / Confluence / Adaptavist Опыт взаимодействия с бизнес-заказчиком Опыт взаимодействия с разработчиками и сопровождением Опыт тестирования МП на IOS, веб-интерйфейса Умение логически мыслить",Город Москва,Sber,2022-08-01 11:41:12
