,title,internal_id,url,description,responsibilities,qualifications,location,type,company,publish_date
205,【专业类岗位】生产计划工程师,238976,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238976,,"标准职责
 根据要货预测、产品供应能力等，制定S&OP建议计划、主计划/物料需求计划/加工计划建议、供应中心分销计划，支撑决策并落地执行17级定位：基于供需形势及产品切换路标，负责某特定产品系列或物料类别的计划例行运作（含供需信息收集、计划参数维护、计划制定、存货数据分析等），支撑计划决策，并落地执行。|| 在供应连续性的策略指导下，收集市场需求、产品切换方案，基于供应能力，制定S&OP建议计划；制定可执行的主计划/物料需求计划/加工计划建议、供应中心分销计划，驱动制造及供应商资源准备；|| 跟进产品/器件等供需风险及管控措施，针对异常及时通报反馈；|| 跟踪各产品、区域计委的任务执行，协调问题的解决，确保计划及策略有效执行；|| 维护计划参数、监控计划达成情况，持续提升计划工作质量；|| 根据各产品存货经营指引、存货管理策略等，通过数据分析，识别存货风险，协助制定存货管理方案并落地执行。
 自定义职责
 null","业务技能要求：
 •	具备制定产品计划和存货分析的技能
 专业知识要求：
 •	熟悉公司ICT相关产品相关基础知识（产品配置特点、供需形势及演进方向，版本切换），熟悉公司基本流程（IPD/LTC/SUPPLY等）； •	掌握计划方法及计划逻辑，理解计划策略、产品全生命周期计划管理方法； •	熟悉存货流转过程，掌握冗余存货处理方法。",中国/东莞,供应链族,Huawei,2022-06-14
206,政企产品工程师（专业类）,239132,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=239132,,"1、承担代表处产品拓展，执行拓展策略，通过客户机会点挖掘、需求理解、方案设计和方案引导，参与项目运作，推动所负责业务的市场目标、产品订货/收入等经营指标的达成。
 2、面向商业市场伙伴主动规划和开展业务使能，有效提升合作伙伴售前人员能力。
 3、作为项目POC测试中的接口人，负责协调人员、申请物料，到货跟踪等必要的POC测试准备和协调工作，协助项目组达成测试目标。
 4、跟进业务拓展过程中的流程性事务，包括项目立项、借货管理、要货预测、货期提拉等，确保售前拓展的有序开展。","业务技能要求：
 产品解决方案设计、方案宣讲、配置报价、POC测试，具备相关项目成功经验等
 专业知识要求：
 熟悉数通、光、无线、存储、计算、IT、视频会议、视频监控相关领域产品知识、特性及解决方案等
 其他要求：
 良好的沟通协调能力，有较强的学习能力及团队合作精神，主动性强、责任心强、执行力强、工作认真细致",中国/乌鲁木齐,销售族,Huawei,2022-06-14
207,【专业类岗位】销售与运作计划工程师,238978,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238978,,"标准职责
 根据要货预测、产品供应能力等，制定S&OP建议计划、主计划/物料需求计划/加工计划建议、供应中心分销计划，支撑决策并落地执行17级定位：基于供需形势及产品切换路标，负责某特定产品系列或物料类别的计划例行运作（含供需信息收集、计划参数维护、计划制定、存货数据分析等），支撑计划决策，并落地执行。|| 在供应连续性的策略指导下，收集市场需求、产品切换方案，基于供应能力，制定S&OP建议计划；制定可执行的主计划/物料需求计划/加工计划建议、供应中心分销计划，驱动制造及供应商资源准备；|| 跟进产品/器件等供需风险及管控措施，针对异常及时通报反馈；|| 跟踪各产品、区域计委的任务执行，协调问题的解决，确保计划及策略有效执行；|| 维护计划参数、监控计划达成情况，持续提升计划工作质量；|| 根据各产品存货经营指引、存货管理策略等，通过数据分析，识别存货风险，协助制定存货管理方案并落地执行。
 自定义职责
 null","业务技能要求：
 •	具备制定产品计划和存货分析的技能
 专业知识要求：
 •	熟悉公司ICT相关产品相关基础知识（产品配置特点、供需形势及演进方向，版本切换），熟悉公司基本流程（IPD/LTC/SUPPLY等）； •	掌握计划方法及计划逻辑，理解计划策略、产品全生命周期计划管理方法； •	熟悉存货流转过程，掌握冗余存货处理方法。",中国/东莞,供应链族,Huawei,2022-06-14
208,Product Operation Specialist,239129,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=239129,,"Ability to manage and execute the marketing strategy, 
 campaigns, contents, etc.
  Using market insights, formulate marketing strategies, 
 and take charge of marketing planning and execution of 
 the product's entire life cycle. Through analysis of 
 competing products, will be responsible for selling point 
 mining, marketing story design, multi-wave campaign 
 planning and execution, planning and execution of other 
 key activities, to continue to attract the attention of 
 users, and follow-up changes based on their needs.
  Digital marketing knowledge including digital ads, belowthe-line marketing, influencer marketing, and content 
 marketing. Ability to make collaborative marketing 
 campaigns with content providers.","Business Skills Requirements:
  Managing the relations with vendors and agencies in 
 accordance with KPIs.
  Providing performance reports in a timely manner to 
 multiple business units.
  Tracking and testing the results related to ads campaign 
 at certain intervals.
  Planning, designing and executing the business 
 development processes.
 Professional Knowledge Requirement:
 •	Excellent organization, coordination, and teamwork capabilities.
 •	Advanced level of English is a must
 •	Self-learner, strong sense of responsibility.
 •	Good at reporting, summarizing and presenting data, data visualization tool experience is plus.
 •	Strong communication skills.·
 •	Bachelor degree (preferably in quantitative departments
 •	Familiar with internal tools (CMS, Data Entry tools etc.)
 •	Expert on browser and office tools
 •	Being an IT literate is expected
 •	Internet product operation experience is preferred",Turkey/Istanbul,营销族,Huawei,2022-06-14
209,【专业类岗位】采购经理,238962,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238962,,"标准职责
 承担L4复杂品类原材料的供应保障工作，识别和管理供应风险，组织制定措施并推动解决，保障原材料的及时高效供应。17级定位：针对跨品类的需求变化及供应风险，制定供应保障措施并推动落地；协助制定多品类原材料存货管理方案并落地执行。|| 承担L4复杂品类采购履行工作。负责PO下单、到货及逆向、验收付款等PO全生命周期管理；|| 管理物料供应能力，基于供需缺口，审视关键原材料、设备产能、人力等关键瓶颈，识别高风险欠料、及时预警并推动解决；|| 及时识别供应商关停并转、突发事件等导致的供应风险，组织制定措施并推动问题解决，降低影响；|| 参与DSA审核，识别交付体系短板，辅导供应商完善交付体系；组织重点供应商供应协同，针对供应问题、供应能力提升事项进行有效沟通；|| 分析供应商交付绩效差距并组织制定改善措施，牵引供应商绩效持续改进；|| 管理供应商备货策略落地，预警和管理原材料存货风险，通过协同优化业务模式，提升原材料存货效率。
 自定义职责
 null","业务技能要求：
 掌握供需分析、关键器件/长单储备、DSA稽核、交付绩效管理等方法，并能够熟练运用采购履行相关IT系统
 专业知识要求：
 熟练掌握相关物料品类的器件知识，了解行业发展形势，掌握采购商业环境和商务模式，熟悉当地法律法规和国际贸易及进出口知识",中国/东莞,采购族,Huawei,2022-06-14
210,工程师A,239049,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=239049,,"1、完成从客户需求到软件产品定义、架构设计、开发实现（模块设计、代码编写与测试）、再到上线运营维护等产品生命周期中的各个环节；
 2、创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的核心竞争力，如分布式系统、性能调优、可靠性、数据库等；
 3、有机会参与业界前沿技术研究和规划，参与开源社区运作，与全球专家一起工作、交流，构建华为在业界影响力。","业务技能要求：
 1、具备丰富的应用软件开发经验，深入理解并掌握C/C++/Java/Python/Go编程语言中的一种或多种；
 2、3年及以上项目开发经验，独立承担过20K以上模块开发、维护工作，并能独立承担4K规模子系统和模块开发设计工作；有成功的软件重构实践经验，对网络安全、软件重构有深入的理解；
 3、具备分布式软件开发、云计算、大数据分析、敏捷开发流程经验优先；
 4、对软件工程技术有浓厚兴趣和热情，有很强的求知欲和学习能力，思路活跃。具备良好的团队合作意识和良好的跨团队沟通和协作能力。
 专业知识要求：
 1、计算机/软件工程/应用数学/大数据/人工智能相关专业，本科及以上学历，英语通过四级及以上；
 2、熟悉C/C++/Java/Python/Go中的至少一种，掌握常见的数据结构和算法；
 3、熟悉软件工程、架构设计、网络安全及软件测试相关方法，熟悉常用设计模式；
 3、熟悉数据库领域一个或多个特性的核心原理，对分布式、一致性等算法有一定理解。",中国/深圳;中国/北京;中国/上海;中国/西安;中国/成都;中国/南京;中国/苏州;中国/武汉;中国/西安;中国/东莞,研发族,Huawei,2022-06-14
211,Product Technology Engineer,239135,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=239135,,"1. As Product Technology Engineer of CEE&Nordic Region, be responsible for project delivery and support the delivery activities such as HLD(High Level Design), LLD（Low Level Design）, commissiong, Cutover or troubleshouting.
 2. As product Maintenance Engineers, Responsible for telecommunications network maintenance, fault analysis and problem handling, and improve network performance.
 3. As Product Technology Engineer, be responsible for the internal training and skills improvement of new employees.","Business Skills Requirements:
 1. Have strong communication and expression skills, strong sense of service, and good work attitude;
 2. Fluent in English and can be used as a working language;
 3.Acceptance of travel support to different country in the region.
 Professional Knowledge Requirement:
 1.Have basic knowledge of electronics, computer, communication, IT and other related professional. Bachelor's degree or above;
 2. Work or internship experience in communications, IT and other related companies is preferred.
 3. Those with relevant certifications in communications, computers, IT and other industries are preferred",Poland/Warsaw,服务族,Huawei,2022-06-14
212,【专业类岗位】物流管理工程师,238990,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238990,,"标准职责
 面向区域/BG/项目提供物流服务，适配物流解决方案，协调解决业务异常，协同物流服务供应商，保障货物/原材料进得来、发得出、运得到、退得回；负责物流工程实施、物流服务质量与物流业务履行的标准制定、执行管理、履行监控与赋能稽查，保障物流作业质量、合规、安全与一致性。17级定位：有效管理项目需求，主动识别业务风险并有序解决异常，持续优化物流解决方案；负责物流工程实施、物流服务质量与物流业务履行的标准制定与赋能稽查。具体岗位满足以下一点或两点：||熟悉运输交付方案包含周期、运能、路线和成本等，根据项目需求提供不同的运输解决方案；协调解决物流业务履行过程中的异常；||负责物流业务领域的作业标准制定，参与场景化解决方案设计；负责对物流业务履行人员进行赋能，主动识别重大风险并制定预案；||制定面向物流供应商的服务质量标准，并持续优化；对全球关键物流服务商的运作服务质量，建立稽查和考核机制；||负责逆向退货执行、再利用和报废处置业务，制定逆向退货标准和方案，发布退货预测，简化现场作业，管理报废供应商绩效，提升服务质量和报废收益；||提供原材料从供应商到工厂的端到端inbound物流服务，适配物流解决方案，确保原材料供应安全、连续、合规；||负责物流成本优化运营及物流概预算方案设计，保障全球物流现场(仓储/流通加工/运输等)的安全作业和高效履行。
 自定义职责
 null","业务技能要求：
 具备物流履行与业务优化能力、物流工程问题分析与解决能力、物流合作资源管理能力、数据分析能力；良好的沟通协调能力、学习能力、解决问题的能力；
 专业知识要求：
 熟悉物流某一领域基础知识、流程、规则及业务履行，如仓储、流通、运输、逆向、进出口业务、物流工艺/工程实施、物流技术装备等；熟练运用业务系统和管理工具，熟悉数据分析和挖掘工具、方法；",中国/东莞,供应链族,Huawei,2022-06-14
213,【专业类】试制验证工程师,238911,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238911,,"1、基于试制计划，组织试制准备活动，管理产品工程设计、制造工程文件、制造要素等试制资源的齐套性，保障产品试制活动按计划开展。
 2、组织实施产品DFM及制造系统的验证活动，全面识别试制问题，及时输出批次试制验证报告，支撑验证方案有效落地。
 3、依据试制问题管理流程，负责提交试制问题单据，管理及回归验证试制问题，保障产品试制问题有效快速闭环 。
 4、负责输出制造系统验证报告，管理试制交付套件的输出情况，组织试制交接活动，支撑新产品顺利转产。
 5、在试制工程师指导下优化试制流程、标准与规范，对试制验证活动的规范性负责，支撑试制高效、高质运作。","知识：
 1、了解ICT产品知识、设计原理、工艺路线、制造应用场景等专业知识。
 2、了解制造系统常见质量问题及制造工艺难点等。
 技能：
 1、熟悉产品制造设计与导入业务流程、产品制造设计与导入工程方法，掌握DFM设计基线与相关规范。
 2、了解精益生产/质量工程/项目管理等方法，包括不限于精益价值流分析、精益SDR&3P方法、6西格玛质量工程方法等。
 能力：
 1、具备DFM需求分析和设计能力，掌握验证技术、验证方案和验证用例设计能力，具备沟通和推动问题解决能力、项目管理能力。",中国/东莞,制造族,Huawei,2022-06-14
214,【专业类岗位】订单履行工程师,238934,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238934,,"标准职责
 供应中心面向区域中大型代表处/国家端到端订单履行方案的执行人，为所负责国家/代表处提供一站式订单履行服务；基于预测、ATP和下单匹配供需，组织解决订单履行过程中的供需异常，保障客户订单及时齐套交付。||基于区域项目安装/要货计划，管理订单备货和发货计划，监控和管理订单履行过程，组织解决履行过程中的供需异常，执行从订单生成到SO关闭的端到端订单履行方案，包含有效发货/异常/变更/进度/计划/承诺管理，对合同/PO的及时齐套到货负责。||管理生产配置异常，订单生成时识别与拦截，履行中快速定位并闭环管理，为后端提供清洁输入。||面向产品维度基于规则进行产品与订单的动态匹配及通用规则下的资源调配，对涉及资源分配的订单，基于调配结果审视齐套性并调整承诺。||基于国家特性/代表处业务特点及自身经验沉淀，梳理所负责国家/代表处订单业务痛难点，协同订单统筹专家，参与业务改进和流程优化方案的制定及实施。||（17级要求）综合考虑需求/供应/物流等约束条件，组织落地S/A/B级及重难点项目订单履行方案，或独立承担中型项目的端到端订单履行，对所负责的国家/代表处供货满意度及供货周期、质量、成本等负责。
 自定义职责
 null","业务技能要求：
 1、风险识别与应对能力：具有一定的逻辑思维、系统化思维能力，做事有轻重缓急，能有效识别业务合规与遵从风险，刷新所在业务预案，并组织本环节实施。 2、沟通与影响力：能理解、判断客户需求，并作出操作选择；能跨业务环节推动需求和升级问题得到处理。
 专业知识要求：
 1、掌握订单履行、订单交易、商务、贸易等基础知识； 2、了解上下游、周边强相关领域（计划、采购、制造、研发、市场）的基础知识和业务运作逻辑以及合同履行业务与它们的相互关系及影响",中国/东莞,供应链族,Huawei,2022-06-14
215,【专业类岗位】订单履行工程师,238930,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238930,,"标准职责
 供应中心面向区域中大型代表处/国家端到端订单履行方案的执行人，为所负责国家/代表处提供一站式订单履行服务；基于预测、ATP和下单匹配供需，组织解决订单履行过程中的供需异常，保障客户订单及时齐套交付。||基于区域项目安装/要货计划，管理订单备货和发货计划，监控和管理订单履行过程，组织解决履行过程中的供需异常，执行从订单生成到SO关闭的端到端订单履行方案，包含有效发货/异常/变更/进度/计划/承诺管理，对合同/PO的及时齐套到货负责。||管理生产配置异常，订单生成时识别与拦截，履行中快速定位并闭环管理，为后端提供清洁输入。||面向产品维度基于规则进行产品与订单的动态匹配及通用规则下的资源调配，对涉及资源分配的订单，基于调配结果审视齐套性并调整承诺。||基于国家特性/代表处业务特点及自身经验沉淀，梳理所负责国家/代表处订单业务痛难点，协同订单统筹专家，参与业务改进和流程优化方案的制定及实施。||（17级要求）综合考虑需求/供应/物流等约束条件，组织落地S/A/B级及重难点项目订单履行方案，或独立承担中型项目的端到端订单履行，对所负责的国家/代表处供货满意度及供货周期、质量、成本等负责。
 自定义职责
 null","业务技能要求：
 1、风险识别与应对能力：具有一定的逻辑思维、系统化思维能力，做事有轻重缓急，能有效识别业务合规与遵从风险，刷新所在业务预案，并组织本环节实施。 2、沟通与影响力：能理解、判断客户需求，并作出操作选择；能跨业务环节推动需求和升级问题得到处理。
 专业知识要求：
 1、掌握订单履行、订单交易、商务、贸易等基础知识； 2、了解上下游、周边强相关领域（计划、采购、制造、研发、市场）的基础知识和业务运作逻辑以及合同履行业务与它们的相互关系及影响",中国/佛山,供应链族,Huawei,2022-06-14
216,【专业类岗位】物流专员,238924,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238924,,"标准职责
 面向区域/BG/项目提供物流服务，适配物流解决方案，协调解决业务异常，协同物流服务供应商，保障货物/原材料进得来、发得出、运得到、退得回；负责物流工程实施、物流服务质量与物流业务履行的标准制定、执行管理、履行监控与赋能稽查，保障物流作业质量、合规、安全与一致性。17级定位：有效管理项目需求，主动识别业务风险并有序解决异常，持续优化物流解决方案；负责物流工程实施、物流服务质量与物流业务履行的标准制定与赋能稽查。具体岗位满足以下一点或两点：||熟悉运输交付方案包含周期、运能、路线和成本等，根据项目需求提供不同的运输解决方案；协调解决物流业务履行过程中的异常；||负责物流业务领域的作业标准制定，参与场景化解决方案设计；负责对物流业务履行人员进行赋能，主动识别重大风险并制定预案；||制定面向物流供应商的服务质量标准，并持续优化；对全球关键物流服务商的运作服务质量，建立稽查和考核机制；||负责逆向退货执行、再利用和报废处置业务，制定逆向退货标准和方案，发布退货预测，简化现场作业，管理报废供应商绩效，提升服务质量和报废收益；||提供原材料从供应商到工厂的端到端inbound物流服务，适配物流解决方案，确保原材料供应安全、连续、合规；||负责物流成本优化运营及物流概预算方案设计，保障全球物流现场(仓储/流通加工/运输等)的安全作业和高效履行。
 自定义职责
 null","业务技能要求：
 1、良好的沟通协调能力、学习能力、解决问题的能力； 2、具备物流域单一场景业务管理能力；
 专业知识要求：
 1、熟悉物流某一领域基础知识、流程、规则及业务履行，如仓储、流通、运输、逆向、进出口业务等； 2、熟练运用业务系统和管理工具，熟悉数据分析和挖掘工具、方法。",中国/东莞,供应链族,Huawei,2022-06-14
217,Senior Software Engineer,239124,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=239124,,"Responsible for demand analysis, Including of one or more modules, code testing, unit testing, integration testing, static inspection, local composition, test environment structures, problem location, Data development and so on.","Business Skills Requirements:
 1) familiar with the distributed architecture, distributed software development experience;
 2) familiar with Openstack, WMWare and other cloud operating system software;
 3) Experience in cloud computing and large data / SDN / NFV development;4
 4)skilled use of the database for performance tuning;
 5)with good communication skills, hard, dedicated, motivated, have a good team spirit. The technology has passion, like to study
 Professional Knowledge Requirement:
 1)information systems / computer / communications and other related professional, undergraduate and above, English through four and above;
 2)familiar with at least one of C / C ++, JAVA, Python, JS, master common data structures, algorithms, understand software engineering, agile development and other knowledge, familiar with common design patterns;
 3)to understand the database field one or more characteristics of the core principles of the distribution, consistency and other algorithms have a certain understanding.
 4)communication business background, network communication related protocol STP / OAM / MPLS / OSPF / DHCP;
 5)there are several areas of business, cloud computing and large data field development experience is preferred.",Turkey/Istanbul,研发族,Huawei,2022-06-14
218,【专业类岗位】生产计划工程师,238960,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238960,,"标准职责
 根据要货预测、产品供应能力等，制定S&OP建议计划、主计划/物料需求计划/加工计划建议、供应中心分销计划，支撑决策并落地执行17级定位：基于供需形势及产品切换路标，负责某特定产品系列或物料类别的计划例行运作（含供需信息收集、计划参数维护、计划制定、存货数据分析等），支撑计划决策，并落地执行。|| 在供应连续性的策略指导下，收集市场需求、产品切换方案，基于供应能力，制定S&OP建议计划；制定可执行的主计划/物料需求计划/加工计划建议、供应中心分销计划，驱动制造及供应商资源准备；|| 跟进产品/器件等供需风险及管控措施，针对异常及时通报反馈；|| 跟踪各产品、区域计委的任务执行，协调问题的解决，确保计划及策略有效执行；|| 维护计划参数、监控计划达成情况，持续提升计划工作质量；|| 根据各产品存货经营指引、存货管理策略等，通过数据分析，识别存货风险，协助制定存货管理方案并落地执行。
 自定义职责
 null","业务技能要求：
 •	具备制定产品计划和存货分析的技能
 专业知识要求：
 •	熟悉公司ICT相关产品相关基础知识（产品配置特点、供需形势及演进方向，版本切换），熟悉公司基本流程（IPD/LTC/SUPPLY等）； •	掌握计划方法及计划逻辑，理解计划策略、产品全生命周期计划管理方法； •	熟悉存货流转过程，掌握冗余存货处理方法。",中国/东莞,供应链族,Huawei,2022-06-14
219,【专业类岗位】物流管理工程师,238992,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238992,,"标准职责
 面向区域/BG/项目提供物流服务，适配物流解决方案，协调解决业务异常，协同物流服务供应商，保障货物/原材料进得来、发得出、运得到、退得回；负责物流工程实施、物流服务质量与物流业务履行的标准制定、执行管理、履行监控与赋能稽查，保障物流作业质量、合规、安全与一致性。17级定位：有效管理项目需求，主动识别业务风险并有序解决异常，持续优化物流解决方案；负责物流工程实施、物流服务质量与物流业务履行的标准制定与赋能稽查。具体岗位满足以下一点或两点：||熟悉运输交付方案包含周期、运能、路线和成本等，根据项目需求提供不同的运输解决方案；协调解决物流业务履行过程中的异常；||负责物流业务领域的作业标准制定，参与场景化解决方案设计；负责对物流业务履行人员进行赋能，主动识别重大风险并制定预案；||制定面向物流供应商的服务质量标准，并持续优化；对全球关键物流服务商的运作服务质量，建立稽查和考核机制；||负责逆向退货执行、再利用和报废处置业务，制定逆向退货标准和方案，发布退货预测，简化现场作业，管理报废供应商绩效，提升服务质量和报废收益；||提供原材料从供应商到工厂的端到端inbound物流服务，适配物流解决方案，确保原材料供应安全、连续、合规；||负责物流成本优化运营及物流概预算方案设计，保障全球物流现场(仓储/流通加工/运输等)的安全作业和高效履行。
 自定义职责
 null","业务技能要求：
 具备物流履行与业务优化能力、物流工程问题分析与解决能力、物流合作资源管理能力、数据分析能力；良好的沟通协调能力、学习能力、解决问题的能力；
 专业知识要求：
 熟悉物流某一领域基础知识、流程、规则及业务履行，如仓储、流通、运输、逆向、进出口业务、物流工艺/工程实施、物流技术装备等；熟练运用业务系统和管理工具，熟悉数据分析和挖掘工具、方法；",中国/东莞,供应链族,Huawei,2022-06-14
220,【专业类岗位】物流管理工程师,238994,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238994,,"标准职责
 面向区域/BG/项目提供物流服务，适配物流解决方案，协调解决业务异常，协同物流服务供应商，保障货物/原材料进得来、发得出、运得到、退得回；负责物流工程实施、物流服务质量与物流业务履行的标准制定、执行管理、履行监控与赋能稽查，保障物流作业质量、合规、安全与一致性。17级定位：有效管理项目需求，主动识别业务风险并有序解决异常，持续优化物流解决方案；负责物流工程实施、物流服务质量与物流业务履行的标准制定与赋能稽查。具体岗位满足以下一点或两点：||熟悉运输交付方案包含周期、运能、路线和成本等，根据项目需求提供不同的运输解决方案；协调解决物流业务履行过程中的异常；||负责物流业务领域的作业标准制定，参与场景化解决方案设计；负责对物流业务履行人员进行赋能，主动识别重大风险并制定预案；||制定面向物流供应商的服务质量标准，并持续优化；对全球关键物流服务商的运作服务质量，建立稽查和考核机制；||负责逆向退货执行、再利用和报废处置业务，制定逆向退货标准和方案，发布退货预测，简化现场作业，管理报废供应商绩效，提升服务质量和报废收益；||提供原材料从供应商到工厂的端到端inbound物流服务，适配物流解决方案，确保原材料供应安全、连续、合规；||负责物流成本优化运营及物流概预算方案设计，保障全球物流现场(仓储/流通加工/运输等)的安全作业和高效履行。
 自定义职责
 null","业务技能要求：
 具备物流履行与业务优化能力、物流工程问题分析与解决能力、物流合作资源管理能力、数据分析能力；良好的沟通协调能力、学习能力、解决问题的能力；
 专业知识要求：
 熟悉物流某一领域基础知识、流程、规则及业务履行，如仓储、流通、运输、逆向、进出口业务、物流工艺/工程实施、物流技术装备等；熟练运用业务系统和管理工具，熟悉数据分析和挖掘工具、方法；",中国/东莞,供应链族,Huawei,2022-06-14
221,【专业类】制造系统与现场优化工程师,239097,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=239097,,"1、负责工厂和车间的基建二次工艺需求整改方案落实、场地整改跟进，保证工厂建设实施落地，能有效支撑产品效率提升。
 2、主要负责线体设计与规划、DFM优化改善落地，以及可以独立开展现场少人化/作业动作优化/物流路径优化改善项目。
 3、负责新产品设计阶段→试制阶段→量产阶段，工时评估、资源评估以及员工考核基线等，持续优化工时与改进。","知识：
 1、精通IE及现场精益改善知识和方法、价值工程（VA/VE)、系统CIP、价值流分析与改善（VSM/VSD）。
 2、熟练掌握拉式物流及制造系统相关知识。
 技能：
 1、熟悉物流仿真与优化算法。
 2、熟悉线体设计(LLD/ALD)、SLP布局优化、线体仿真与优化算法。
 能力：
 1、业务影响能力：综合业务、多场景规划或重点项目策划方案设计及沟通。
 2、项目管理与策略能力：主导本领域重大项目开展、制定项目开展计划、组织项目推进及实施进度管控的能力。
 3、周边影响力：对业界有一定影响力可以输出关键行业标准，并可辅导供应商进行管理。",中国/东莞,制造族,Huawei,2022-06-14
222,【专业类岗位】物流管理工程师,238988,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=238988,,"标准职责
 面向区域/BG/项目提供物流服务，适配物流解决方案，协调解决业务异常，协同物流服务供应商，保障货物/原材料进得来、发得出、运得到、退得回；负责物流工程实施、物流服务质量与物流业务履行的标准制定、执行管理、履行监控与赋能稽查，保障物流作业质量、合规、安全与一致性。17级定位：有效管理项目需求，主动识别业务风险并有序解决异常，持续优化物流解决方案；负责物流工程实施、物流服务质量与物流业务履行的标准制定与赋能稽查。具体岗位满足以下一点或两点：||熟悉运输交付方案包含周期、运能、路线和成本等，根据项目需求提供不同的运输解决方案；协调解决物流业务履行过程中的异常；||负责物流业务领域的作业标准制定，参与场景化解决方案设计；负责对物流业务履行人员进行赋能，主动识别重大风险并制定预案；||制定面向物流供应商的服务质量标准，并持续优化；对全球关键物流服务商的运作服务质量，建立稽查和考核机制；||负责逆向退货执行、再利用和报废处置业务，制定逆向退货标准和方案，发布退货预测，简化现场作业，管理报废供应商绩效，提升服务质量和报废收益；||提供原材料从供应商到工厂的端到端inbound物流服务，适配物流解决方案，确保原材料供应安全、连续、合规；||负责物流成本优化运营及物流概预算方案设计，保障全球物流现场(仓储/流通加工/运输等)的安全作业和高效履行。
 自定义职责
 null","业务技能要求：
 具备物流履行与业务优化能力、物流工程问题分析与解决能力、物流合作资源管理能力、数据分析能力；良好的沟通协调能力、学习能力、解决问题的能力；
 专业知识要求：
 熟悉物流某一领域基础知识、流程、规则及业务履行，如仓储、流通、运输、逆向、进出口业务、物流工艺/工程实施、物流技术装备等；熟练运用业务系统和管理工具，熟悉数据分析和挖掘工具、方法；",中国/东莞,供应链族,Huawei,2022-06-14
223,【专业类】车间主任,239037,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=239037,,"1、质量管理：根据公司及部门质量体系要求，落实质量管理制度，监控质量状况，协调处理质量问题，推动改善，提升生产水平，保证满足内外部客户产品质量要求。
 2、交付管理：根据部门业务规划和生产计划，协调组织生产资源，开展高效的生产活动，保证准时交付。
 3、成本效率：应用精益、6Sigma及项目管理等方法，组织持续改善，提高生产效率，降低生产成本。
 4、精益改善：以精益改善为基础，自动化、数字化、智能化为目标，系统策划完整的工序级或车间上下游的分工及协作，输出生产系统/作业模式相关改善方案，并组织实施。
 5、基础管理：根据公司的EHS、内控及规范化管理规定，制定相关管理细则并监控实施，保障生产有序进行。
 5、人员管理：有效实施绩效管理，对作业类员工进行指导、培养及沟通提升员工的工作热情及职业化水平，营造良好的工作氛围，建设高绩效的团队。组织本领域学习资源建设，总结经验及管理实践，对下属或同领域人员进行指导、培养、选拔。","知识：
 1、了解工业工程、精益生产知识，熟悉质量知识。
 2、了解IT技术、产品知识、设备工程技术基本知识。
 3、了解CSR、EHS；了解人员管理等相关知识。
 技能：
 1、掌握质量、交付、成本、安全、人员管理工具和实践方法。
 能力：
 1、现场管理能力: 生产现场QDCS管理，持续开展现场质量、交付、成本、安全等关键要素的改善。",中国/东莞,制造族,Huawei,2022-06-14
